timestamp,episode,time_step,current_ep_reward,rolling_avg_reward,episode_successes,rolling_success_ratio,avg_steps_recent,avg_deviation_recent,val_success,best_val_success,policy_loss,value_loss,entropy,approx_kl,clip_fraction,oracle_bc_loss,sil_loss,update_epochs_ran,actor_lr,critic_lr,reward_factor,reward_mode,progress_metric,elapsed_sec
2026-05-19T11:31:01.948019,0,1090,-877.8039999999992,-877.8039999999992,16,0.08695652173913043,2.375,1.0,3,3,-0.0057214290718548,1.0140760987997055,1.1393852233886719,0.0017967552819754921,0.0,0.0,0.0,4,9.999000000000001e-05,9.999000000000001e-05,1.0,ex,l2sq,50.467156171798706
2026-05-19T11:31:23.906285,1,2196,-886.2661249999994,-882.0350624999993,21,0.10054347826086957,2.6216216216216215,1.027027027027027,3,3,-0.0024951238752691784,1.0118868499994278,1.153515785932541,0.0003144330386930976,0.0,0.0,0.0,4,9.997500199995001e-05,9.997500199995001e-05,1.0,ex,l2sq,72.42554759979248
2026-05-19T11:32:01.750950,2,3360,-917.3023749999987,-917.3023749999987,17,0.09782608695652174,2.888888888888889,1.0740740740740742,5,5,-0.002378654884523712,0.9746271073818207,1.1289915442466736,-0.00015811774501339748,0.0,0.0,0.0,4,9.995500799930005e-05,9.995500799930005e-05,1.0,ex,l2sq,110.27002239227295
2026-05-19T11:32:25.386453,3,4489,-860.5482499999999,-888.9253124999993,21,0.10190217391304347,3.013333333333333,1.1466666666666667,5,5,-0.0010722359635110534,1.0298026949167252,1.11540088057518,0.000408522383031594,0.0,0.0,0.0,4,9.993501799725028e-05,9.993501799725028e-05,1.0,ex,l2sq,133.90573406219482
2026-05-19T11:32:51.123322,4,5559,-851.412999999999,-851.412999999999,20,0.10326086956521739,3.0105263157894737,1.1789473684210525,4,5,-0.001054751891933936,0.9911989569664001,1.1047700643539429,-2.7822004608379913e-05,0.0,0.0,0.0,4,9.992002799440073e-05,9.992002799440073e-05,1.0,ex,l2sq,159.64265751838684
2026-05-19T11:33:14.445846,5,6690,-891.0773750000003,-871.2451874999997,17,0.10144927536231885,3.2410714285714284,1.3392857142857142,5,5,-0.0010672696385882752,1.018453724682331,1.1002082526683807,-0.00032609592585687575,0.0,0.0,0.0,4,9.990504048980171e-05,9.990504048980171e-05,1.0,ex,l2sq,182.9651198387146
2026-05-19T11:33:41.933226,6,7842,-870.4629999999983,-870.4629999999983,24,0.10559006211180125,3.375,1.3529411764705883,4,5,-0.0015001610372564755,0.999852828681469,1.1106791347265244,-3.017731796718659e-05,0.0,0.0,0.0,4,9.988506048075416e-05,9.988506048075416e-05,1.0,ex,l2sq,210.45255994796753
2026-05-19T11:34:04.037980,7,8918,-811.2623749999997,-840.862687499999,22,0.10733695652173914,3.4430379746835444,1.3544303797468353,5,5,-0.0010431409100419842,1.0299159586429596,1.1051127016544342,-1.0087726332097535e-05,0.0,0.0,0.0,4,9.987007797140718e-05,9.987007797140718e-05,1.0,ex,l2sq,232.55726861953735
2026-05-19T11:34:38.138838,8,10016,-835.6772499999993,-835.6772499999993,20,0.10748792270531402,3.5,1.3932584269662922,5,5,-0.001822360295045733,0.9955554977059364,1.0619534850120544,0.0007804893095454055,0.0,0.0,0.0,4,9.985509795906185e-05,9.985509795906185e-05,1.0,ex,l2sq,266.6581289768219
2026-05-19T11:35:00.095702,9,11079,-821.2821249999981,-828.4796874999987,23,0.1092391304347826,3.56,1.41,5,5,-0.0014081575187447903,0.9812993034720421,1.0765895247459412,0.00034548468793219045,0.0,0.0,0.0,4,9.983512793802104e-05,9.983512793802104e-05,1.0,ex,l2sq,288.61501455307007
