family,value,run,benchmark,d4,d5,d6,d7,d8,checkpoint
val_dists_bias,4,val_dists_4_seed321_t480k,swissview100_aerial,0.432000,0.470000,0.514000,0.486000,0.316000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_4_seed321_t480k/geoexplorer.pt
val_dists_bias,4,val_dists_4_seed321_t480k,swissviewmonuments_aerial,0.336000,0.461111,0.516667,0.483333,0.516667,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_4_seed321_t480k/geoexplorer.pt
val_dists_bias,4,val_dists_4_seed321_t480k,swissviewmonuments_ground,0.384000,0.447222,0.570000,0.505556,0.450000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_4_seed321_t480k/geoexplorer.pt
val_dists_bias,4,val_dists_4_seed321_t480k,xbd_pre_aerial,0.336250,0.398250,0.488750,0.501250,0.446250,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_4_seed321_t480k/geoexplorer.pt
val_dists_bias,4,val_dists_4_seed321_t480k,xbd_disaster_aerial,0.335000,0.395750,0.487250,0.527000,0.476000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_4_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,masa_aerial,0.260000,0.320000,0.500000,0.520000,0.600000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,mmgag_aerial,0.391489,0.404255,0.463830,0.455319,0.331915,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,mmgag_ground,0.365957,0.451064,0.514894,0.472340,0.319149,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,mmgag_text,0.344681,0.404255,0.442553,0.412766,0.310638,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,swissview100_aerial,0.408000,0.458000,0.494000,0.416000,0.258000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,swissviewmonuments_aerial,0.386667,0.475000,0.556667,0.494444,0.383333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,swissviewmonuments_ground,0.392000,0.497222,0.560000,0.477778,0.500000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,xbd_pre_aerial,0.362000,0.415500,0.506000,0.501000,0.375750,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5",val_dists_45_seed321_t480k,xbd_disaster_aerial,0.361750,0.428500,0.507250,0.506500,0.390750,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_45_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,masa_aerial,0.360000,0.340000,0.520000,0.600000,0.580000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,mmgag_aerial,0.400000,0.442553,0.468085,0.502128,0.421277,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,mmgag_ground,0.408511,0.459574,0.510638,0.548936,0.391489,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,mmgag_text,0.412766,0.480851,0.493617,0.489362,0.404255,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,swissview100_aerial,0.456000,0.512000,0.604000,0.562000,0.398000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,swissviewmonuments_aerial,0.434667,0.500000,0.586667,0.588889,0.400000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,swissviewmonuments_ground,0.426667,0.513889,0.616667,0.611111,0.366667,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,xbd_pre_aerial,0.393000,0.449250,0.549500,0.545000,0.427000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"4,5,6",val_dists_456_seed321_t480k,xbd_disaster_aerial,0.408750,0.472000,0.557750,0.547000,0.428500,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_456_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,masa_aerial,0.420000,0.440000,0.520000,0.760000,0.920000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,mmgag_aerial,0.353191,0.404255,0.527660,0.668085,0.765957,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,mmgag_ground,0.297872,0.421277,0.553191,0.685106,0.714894,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,mmgag_text,0.276596,0.340426,0.434043,0.582979,0.621277,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,swissview100_aerial,0.366000,0.436000,0.564000,0.652000,0.584000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,swissviewmonuments_aerial,0.338667,0.408333,0.510000,0.572222,0.583333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,swissviewmonuments_ground,0.320000,0.422222,0.540000,0.627778,0.533333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,xbd_pre_aerial,0.312500,0.375750,0.550000,0.666750,0.725250,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,"5,6,7",val_dists_567_seed321_t480k,xbd_disaster_aerial,0.308500,0.376250,0.566750,0.692750,0.745750,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_567_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,masa_aerial,0.400000,0.220000,0.540000,0.620000,0.620000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,mmgag_aerial,0.327660,0.395745,0.527660,0.651064,0.689362,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,mmgag_ground,0.344681,0.404255,0.523404,0.621277,0.706383,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,mmgag_text,0.348936,0.412766,0.502128,0.548936,0.565957,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,swissview100_aerial,0.356000,0.432000,0.498000,0.552000,0.500000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,swissviewmonuments_aerial,0.341333,0.450000,0.550000,0.616667,0.683333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,swissviewmonuments_ground,0.413333,0.491667,0.596667,0.616667,0.633333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,xbd_pre_aerial,0.326250,0.386000,0.512000,0.603250,0.630750,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
val_dists_bias,8,val_dists_8_seed321_t480k,xbd_disaster_aerial,0.323000,0.400250,0.524000,0.617000,0.635250,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/val_dists_8_seed321_t480k/geoexplorer.pt
