family,value,run,benchmark,d4,d5,d6,d7,d8,checkpoint
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,mmgag_ground,0.229787,0.344681,0.629787,0.859574,0.804255,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,mmgag_text,0.259574,0.361702,0.574468,0.765957,0.774468,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,swissview100_aerial,0.324000,0.382000,0.556000,0.722000,0.662000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,swissviewmonuments_aerial,0.333333,0.469444,0.673333,0.716667,0.733333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,swissviewmonuments_ground,0.325333,0.469444,0.670000,0.722222,0.716667,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,xbd_pre_aerial,0.307750,0.398750,0.594000,0.742750,0.763500,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.400,gate_floor_dense_0p4_seed321_t480k,xbd_disaster_aerial,0.322250,0.408250,0.603000,0.760750,0.765000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p4_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,masa_aerial,0.300000,0.320000,0.560000,0.860000,0.880000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,mmgag_aerial,0.314894,0.395745,0.574468,0.846809,0.821277,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,mmgag_ground,0.255319,0.348936,0.604255,0.855319,0.791489,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,mmgag_text,0.289362,0.378723,0.540426,0.770213,0.795745,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,swissview100_aerial,0.344000,0.396000,0.546000,0.712000,0.668000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,swissviewmonuments_aerial,0.330667,0.433333,0.596667,0.677778,0.633333,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,swissviewmonuments_ground,0.338667,0.438889,0.616667,0.666667,0.650000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,xbd_pre_aerial,0.300000,0.397000,0.602500,0.745750,0.767000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.600,gate_floor_dense_0p6_seed321_t480k,xbd_disaster_aerial,0.302500,0.400250,0.597250,0.763000,0.800250,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p6_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.700,gate_floor_dense_0p7_seed321_t480k,masa_aerial,0.340000,0.240000,0.560000,0.720000,0.860000,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p7_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.700,gate_floor_dense_0p7_seed321_t480k,mmgag_aerial,0.268085,0.365957,0.540426,0.727660,0.774468,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p7_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.700,gate_floor_dense_0p7_seed321_t480k,mmgag_ground,0.259574,0.382979,0.540426,0.727660,0.765957,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p7_seed321_t480k/geoexplorer.pt
gate_floor_dense,0.700,gate_floor_dense_0p7_seed321_t480k,mmgag_text,0.242553,0.382979,0.459574,0.663830,0.685106,/root/geoexplorer/results/checkpoint/appendix_compare_20260519/anchor0624_gate_valdist_dense_followup/gate_floor_dense_0p7_seed321_t480k/geoexplorer.pt
