score,fail_count,loop_controls,near_miss_controls,seed,episode,image_index,distance_bucket,initial_patch,goal_patch,run_progress,proposed_path_len,proposed_regress_steps,proposed_revisit_count,proposed_total_reward,control_mean_final_dist,control_max_revisit,control_max_regress,external_only_success,external_only_final_dist,external_only_path_len,external_only_progress_steps,external_only_regress_steps,external_only_revisit_count,external_only_total_reward,intrinsic_only_success,intrinsic_only_final_dist,intrinsic_only_path_len,intrinsic_only_progress_steps,intrinsic_only_regress_steps,intrinsic_only_revisit_count,intrinsic_only_total_reward,mixed_no_gate_no_pbrs_success,mixed_no_gate_no_pbrs_final_dist,mixed_no_gate_no_pbrs_path_len,mixed_no_gate_no_pbrs_progress_steps,mixed_no_gate_no_pbrs_regress_steps,mixed_no_gate_no_pbrs_revisit_count,mixed_no_gate_no_pbrs_total_reward,mixed_gate_only_success,mixed_gate_only_final_dist,mixed_gate_only_path_len,mixed_gate_only_progress_steps,mixed_gate_only_regress_steps,mixed_gate_only_revisit_count,mixed_gate_only_total_reward,mixed_pbrs_only_success,mixed_pbrs_only_final_dist,mixed_pbrs_only_path_len,mixed_pbrs_only_progress_steps,mixed_pbrs_only_regress_steps,mixed_pbrs_only_revisit_count,mixed_pbrs_only_total_reward,proposed_linear_gate_pbrs_success,proposed_linear_gate_pbrs_final_dist,proposed_linear_gate_pbrs_path_len,proposed_linear_gate_pbrs_progress_steps,proposed_linear_gate_pbrs_regress_steps,proposed_linear_gate_pbrs_revisit_count,proposed_linear_gate_pbrs_total_reward,image_asset_available,dataset,image_id,image_path,image_white_ratio,image_max_patch_white_ratio,image_mean_patch_white_ratio,image_texture_std
68.88,4,1,0,123,265,4,C7,20,3,0.5873291666666667,7,0,1,4.979740213394164,2.4,6.0,3.0,0,2,7,6,1,0,-3.0,0,6,7,4,3,6,4.984539985656737,0,2,7,6,1,0,3.2665215730667105,0,2,7,6,1,0,1.9165101903676975,1,0,7,7,0,1,3.9964393820762623,1,0,7,7,0,1,4.979740213394164,True,MASA,23729065_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729065_15.tiff,0.0,0.0,0.0,34.157371284584634
68.88,4,1,0,321,265,11,C7,15,4,0.5896979166666667,7,0,1,2.520364876627921,2.4,6.0,3.0,0,2,7,6,1,0,-3.0,0,6,7,4,3,6,3.2776453495025626,0,2,7,6,1,0,2.3372079730033857,1,0,7,7,0,1,2.414489876627921,0,2,7,6,1,0,2.45824548435211,1,0,7,7,0,1,2.520364876627921,True,MASA,23878975_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878975_15.tiff,0.03277777777777778,0.5358333333333334,0.032777777777777774,50.49974813842539
68.88,4,1,0,42,270,0,C7,0,19,0.5981458333333334,7,0,1,1.9222445314526544,2.4,6.0,3.0,0,2,7,6,1,0,-5.0,0,6,7,4,3,6,2.759241104125976,0,2,7,6,1,0,-0.1746725440025345,0,2,7,6,1,0,-1.6091022220253954,1,0,7,7,0,1,2.4136466827392566,1,0,7,7,0,1,1.9222445314526544,True,MASA,22678915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22678915_15.tiff,0.0002,0.005,0.0002,44.629645865908515
68.88,4,1,0,321,315,26,C7,4,15,0.6991770833333333,7,0,1,4.36607389652729,2.4,6.0,3.0,0,2,7,6,1,0,-3.0,0,6,7,4,3,6,3.425061047077178,0,2,7,6,1,0,0.1522344946861251,1,0,7,7,0,1,2.227368653714656,0,2,7,6,1,0,2.293020216941832,1,0,7,7,0,1,4.36607389652729,True,MASA,24179020_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_24179020_15.tiff,0.0,0.0,0.0,44.91017544936357
68.88,4,1,0,42,330,14,C7,0,19,0.7297166666666667,7,0,1,2.841730246484279,2.4,6.0,3.0,0,2,7,6,1,0,-3.0,0,6,7,4,3,6,4.543001890182494,0,2,7,6,1,0,3.934954583644866,0,2,7,6,1,0,0.0106977006793009,1,0,7,7,0,1,4.442648693561553,1,0,7,7,0,1,2.841730246484279,True,MASA,23879020_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23879020_15.tiff,3.3333333333333335e-05,0.0008333333333333334,3.3333333333333335e-05,44.616353129331145
68.88,4,1,0,321,390,6,C7,0,23,0.8633083333333333,7,0,1,1.6725299289226525,2.4,6.0,3.0,0,2,7,6,1,0,-3.0,0,6,7,4,3,6,1.988451421260832,0,2,7,6,1,0,-0.7425495386123673,1,0,7,7,0,1,1.5603136757016172,0,2,7,6,1,0,1.8618056459426864,1,0,7,7,0,1,1.6725299289226525,True,MASA,23729095_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729095_15.tiff,3.3333333333333335e-05,0.0008333333333333334,3.3333333333333335e-05,34.40977889470552
68.36,4,1,0,321,170,19,C7,19,0,0.3812770833333333,7,0,1,2.2158969213962547,2.8,5.0,3.0,1,0,7,7,0,1,0.0,0,6,7,4,3,5,3.4570741057395926,0,2,7,6,1,0,1.329018056392668,0,4,7,5,2,0,-2.833316552042962,0,2,7,6,1,0,-0.6260670065879836,1,0,7,7,0,1,2.2158969213962547,True,MASA,23879110_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23879110_15.tiff,7.777777777777778e-05,0.0019444444444444444,7.777777777777778e-05,34.13187372905267
68.36,4,1,0,123,200,3,C7,21,4,0.44436875,7,0,1,2.926610170841216,2.8,5.0,3.0,0,2,7,6,1,0,-3.0,0,6,7,4,3,5,3.4877299666404715,1,0,7,7,0,1,4.941474735736845,0,2,7,6,1,0,1.9193456771969788,0,4,7,5,2,2,-0.5731018433570878,1,0,7,7,0,1,2.926610170841216,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
68.36,4,1,0,42,350,11,C7,23,0,0.7729,7,0,1,4.6346309726834285,2.8,4.0,4.0,0,2,7,6,1,0,-3.0,0,8,7,3,4,4,3.1110172867774954,1,0,7,7,0,1,5.788896739482878,0,2,7,6,1,0,-2.037972147762777,0,2,7,6,1,0,0.985119847774504,1,0,7,7,0,1,4.6346309726834285,True,MASA,23878975_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878975_15.tiff,0.03277777777777778,0.5358333333333334,0.032777777777777774,50.49974813842539
67.88,4,1,0,123,260,8,C7,21,4,0.5763479166666666,7,0,1,2.5879765799045558,2.4,5.0,3.0,0,2,7,6,1,0,-1.0,0,6,7,4,3,5,3.721038341522216,0,2,7,6,1,0,3.144816637039184,1,0,7,7,0,1,4.744997611045837,0,2,7,6,1,1,2.4005886077880847,1,0,7,7,0,1,2.5879765799045558,True,MASA,23878915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878915_15.tiff,0.27994444444444444,1.0,0.2799444444444445,80.74584833253299
67.88,4,1,0,123,275,3,C7,21,4,0.6093458333333334,7,0,1,2.8776579802632325,2.4,5.0,3.0,1,0,7,7,0,1,2.0,0,6,7,4,3,5,3.70141053199768,0,2,7,6,1,0,3.2522850036621085,0,2,7,6,1,0,1.9193456771969788,0,2,7,6,1,1,-1.1494912438392657,1,0,7,7,0,1,2.8776579802632325,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
67.88,4,1,0,321,385,4,C7,5,24,0.8524125,7,0,1,2.881767319679259,2.4,5.0,3.0,1,0,7,7,0,1,2.0,0,6,7,4,3,5,4.073207914829253,0,2,7,6,1,1,0.8171657323837265,0,2,7,6,1,2,-0.3287206703424465,0,2,7,6,1,0,3.0213427824974044,1,0,7,7,0,1,2.881767319679259,True,MASA,23729065_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729065_15.tiff,0.0,0.0,0.0,34.157371284584634
67.36,4,1,0,123,235,2,C7,0,19,0.5210354166666666,7,0,1,2.1703984057307237,2.8,4.0,3.0,0,3,8,6,2,0,-2.0,0,5,8,5,3,4,2.8475767970085126,0,3,8,6,2,0,1.0087155699729902,1,0,7,7,0,1,2.007151735723017,0,3,8,6,2,1,-3.106071794509889,1,0,7,7,0,1,2.1703984057307237,True,MASA,22828915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22828915_15.tiff,1.1111111111111112e-05,0.0002777777777777778,1.1111111111111112e-05,37.67042109064696
67.36,4,2,0,123,300,10,C7,0,23,0.6638020833333333,9,1,1,3.20922344726324,2.8,7.0,4.0,1,0,9,8,1,1,-2.0,0,6,9,5,4,7,1.5485434532165507,0,2,9,7,2,3,2.416893541812895,0,2,9,7,2,0,-1.5697147095203414,0,4,9,6,3,0,1.6208599519729594,1,0,9,8,1,1,3.20922344726324,True,MASA,23878945_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878945_15.tiff,0.2652,1.0,0.26520000000000005,96.49700061212924
65.88,4,1,1,321,105,6,C7,3,20,0.2366104166666666,7,0,1,3.723760736525058,2.4,2.0,3.0,0,5,8,5,3,2,-8.0,0,3,8,6,2,2,2.4677682518959028,0,1,8,7,1,0,-0.3120963573455828,1,0,7,7,0,1,1.770724935233592,0,3,8,6,2,0,1.6321308293342571,1,0,7,7,0,1,3.723760736525058,True,MASA,23729095_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729095_15.tiff,3.3333333333333335e-05,0.0008333333333333334,3.3333333333333335e-05,34.40977889470552
65.4,4,1,0,321,305,2,C7,20,9,0.6771479166666666,7,0,1,1.9160185863971704,2.0,4.0,2.0,0,2,7,6,1,0,-3.0,0,4,7,5,2,4,1.5727245211601242,1,0,7,7,0,1,2.7065857648849474,0,2,7,6,1,0,-1.027783893942834,0,2,7,6,1,0,1.216115085601805,1,0,7,7,0,1,1.9160185863971704,True,MASA,22828915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22828915_15.tiff,1.1111111111111112e-05,0.0002777777777777778,1.1111111111111112e-05,37.67042109064696
64.44,4,0,3,123,335,7,C7,20,3,0.7402333333333333,7,0,1,4.194622272789477,1.2,3.0,2.0,0,1,8,7,1,0,-2.0,0,3,8,6,2,3,4.218716084957121,1,0,7,7,0,1,3.385150372982024,0,1,8,7,1,0,0.406408337354659,0,1,8,7,1,0,0.8569578447341901,1,0,7,7,0,1,4.194622272789477,True,MASA,23729110_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729110_15.tiff,0.37962222222222225,1.0,0.37962222222222225,93.31517927750956
64.44,4,0,3,321,345,0,C7,20,3,0.7648645833333333,7,0,1,3.533362004697322,1.2,3.0,2.0,1,0,7,7,0,1,2.0,0,3,8,6,2,3,1.5158609151840192,0,1,8,7,1,0,0.7891776561737043,0,1,8,7,1,0,-0.5463155904412282,0,1,8,7,1,0,0.3864238853454571,1,0,7,7,0,1,3.533362004697322,True,MASA,22678915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22678915_15.tiff,0.0002,0.005,0.0002,44.629645865908515
63.36,4,0,0,42,105,3,C7,0,23,0.2351916666666666,7,0,1,5.124010029971599,2.8,3.0,2.0,0,4,7,5,2,2,-7.0,0,4,7,5,2,3,3.5837101340293875,0,4,7,5,2,1,1.396354794502257,1,0,7,7,0,1,2.243680819272994,0,2,7,6,1,0,3.685274450302123,1,0,7,7,0,1,5.124010029971599,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
62.4,4,0,0,123,230,2,C7,4,21,0.5098645833333333,7,0,1,2.120028549969196,2.0,3.0,2.0,1,0,7,7,0,1,2.0,0,4,7,5,2,3,3.7003945708274832,0,2,7,6,1,0,0.0475806593894942,0,2,7,6,1,0,0.8864253404736508,0,2,7,6,1,0,-0.0362245159149187,1,0,7,7,0,1,2.120028549969196,True,MASA,22828915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22828915_15.tiff,1.1111111111111112e-05,0.0002777777777777778,1.1111111111111112e-05,37.67042109064696
75.8,4,4,0,42,230,3,C6,14,0,0.5106020833333333,6,0,1,3.353948346972465,4.0,6.0,5.0,0,4,8,5,3,0,-2.0,0,8,8,3,5,6,5.34769958257675,1,0,6,6,0,1,4.314976811408996,0,4,8,5,3,2,-2.258862343778214,0,4,8,5,3,2,-1.420241769313814,1,0,6,6,0,1,3.353948346972465,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
75.36,4,3,1,42,275,3,C6,15,3,0.6092479166666667,6,0,1,3.1502190663913883,2.8,8.0,5.0,0,3,9,6,3,1,-5.0,0,7,9,4,5,8,5.575214505195616,0,3,9,6,3,0,2.288908362388609,0,1,9,7,2,0,0.914779002616802,1,0,6,6,0,1,4.219994256496428,1,0,6,6,0,1,3.1502190663913883,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
75.32,4,4,0,123,305,9,C6,16,4,0.67470625,6,0,1,3.210678438792625,3.6,7.0,4.0,1,0,6,6,0,1,3.0,0,6,8,4,4,7,5.095568656921385,0,4,8,5,3,0,2.5963645577430707,0,4,8,5,3,0,1.2497270938257363,0,4,8,5,3,1,0.3409641499519333,1,0,6,6,0,1,3.210678438792625,True,MASA,23878930_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878930_15.tiff,0.23595555555555556,1.0,0.23595555555555556,86.20615108195106
73.84,4,3,1,123,270,1,C6,2,24,0.59845625,6,0,1,2.5088174292941883,3.2,7.0,4.0,1,0,6,6,0,1,3.0,0,5,9,5,4,7,2.713605940341948,0,5,9,5,4,3,-4.1254740357399005,0,5,9,5,4,0,-0.3005318616827345,0,1,9,7,2,0,-1.4823284311294571,1,0,6,6,0,1,2.5088174292941883,True,MASA,22678930_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22678930_15.tiff,6.666666666666667e-05,0.001388888888888889,6.666666666666667e-05,35.950311306844696
73.4,4,3,2,321,375,12,C6,10,4,0.8306895833333333,6,0,1,5.87935026705265,2.0,7.0,4.0,1,0,6,6,0,1,1.0,0,5,9,5,4,7,6.167752325534819,0,3,9,6,3,1,3.216684162616728,0,1,9,7,2,4,0.8752877762416987,0,1,9,7,2,0,0.9958175716400126,1,0,6,6,0,1,5.87935026705265,True,MASA,23878990_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878990_15.tiff,0.0006111111111111111,0.014166666666666666,0.0006111111111111111,48.52935049911557
73.36,4,4,0,123,165,11,C6,20,2,0.3682916666666667,6,0,1,3.0484127679963904,2.8,6.0,4.0,1,0,6,6,0,1,1.0,0,3,9,6,3,6,4.531861722469328,0,5,9,5,4,0,1.588335037231443,0,3,9,6,3,0,-0.0087072904904694,0,3,9,6,3,1,-0.2270558280944846,1,0,6,6,0,1,3.0484127679963904,True,MASA,23878975_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878975_15.tiff,0.03277777777777778,0.5358333333333334,0.032777777777777774,50.49974813842539
72.36,4,3,1,321,75,15,C6,16,4,0.1694729166666666,6,0,1,3.4084355301658307,2.8,5.0,5.0,0,1,9,7,2,1,-5.0,0,7,9,4,5,5,4.572840213775633,1,0,6,6,0,1,6.393866837024688,0,3,9,6,3,3,0.7534411218762388,0,3,9,6,3,0,0.4222009010314921,1,0,6,6,0,1,3.4084355301658307,True,MASA,23879035_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23879035_15.tiff,0.0002888888888888889,0.003611111111111111,0.0002888888888888889,43.94926219533445
72.36,4,3,1,123,130,16,C6,22,4,0.2914791666666667,6,0,1,2.917075259685516,2.8,6.0,4.0,0,1,9,7,2,1,-3.0,0,3,9,6,3,6,4.794541478157042,1,0,8,7,1,1,2.620379924774169,0,5,9,5,4,2,-0.7521525217592729,0,5,9,5,4,2,-1.7356947917938252,1,0,6,6,0,1,2.917075259685516,True,MASA,23879050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23879050_15.tiff,0.0007666666666666667,0.018333333333333333,0.0007666666666666666,36.216450347127086
70.84,4,3,1,42,205,12,C6,6,24,0.45638125,6,0,1,3.7676316675543777,3.2,5.0,3.0,0,5,7,4,3,0,-5.0,0,5,7,4,3,5,5.265083849430083,0,1,7,6,1,1,1.5404955148696886,1,0,6,6,0,1,3.6795066675543775,0,5,7,4,3,0,-0.1660778298378006,1,0,6,6,0,1,3.7676316675543777,True,MASA,23878990_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878990_15.tiff,0.0006111111111111111,0.014166666666666666,0.0006111111111111111,48.52935049911557
70.32,4,4,0,123,320,9,C6,2,24,0.7074041666666666,8,1,1,3.675347978224356,3.6,8.0,4.0,0,3,9,6,3,2,-7.0,0,5,9,5,4,8,4.62787079811096,0,5,9,5,4,1,0.3595720529556254,0,5,9,5,4,3,-2.2770453393459333,1,0,8,7,1,1,3.1203581609725943,1,0,8,7,1,1,3.675347978224356,True,MASA,23878930_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878930_15.tiff,0.23595555555555556,1.0,0.23595555555555556,86.20615108195106
69.36,4,2,0,123,400,9,C6,15,3,0.882575,6,0,1,3.2457380887866014,2.8,6.0,4.0,0,2,8,6,2,2,-4.0,0,6,8,4,4,6,6.027093291282652,0,2,8,6,2,0,2.98462265729904,0,4,8,5,3,0,1.5887279762824362,1,0,6,6,0,1,6.3952325081825245,1,0,6,6,0,1,3.2457380887866014,True,MASA,23878930_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878930_15.tiff,0.23595555555555556,1.0,0.23595555555555556,86.20615108195106
68.88,4,1,2,321,190,8,C6,1,23,0.4249208333333333,6,0,1,3.4631575559079644,2.4,6.0,4.0,0,1,7,6,1,0,-1.0,0,7,7,3,4,6,4.298532247543334,0,1,7,6,1,0,3.1939147710800158,1,0,6,6,0,1,5.248776425023872,0,3,7,5,2,1,3.064226202964781,1,0,6,6,0,1,3.4631575559079644,True,MASA,23878915_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878915_15.tiff,0.27994444444444444,1.0,0.2799444444444445,80.74584833253299
68.36,4,2,1,321,185,3,C6,9,21,0.4136479166666666,6,0,1,3.687864825824896,2.8,5.0,3.0,0,5,7,4,3,4,-7.0,0,5,7,4,3,5,3.9939778447151175,0,3,7,5,2,1,-1.0124835968017594,0,1,7,6,1,0,1.9159633010625827,1,0,6,6,0,1,4.831485757827758,1,0,6,6,0,1,3.687864825824896,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
67.92,4,1,3,321,180,14,C6,0,18,0.4028354166666666,6,0,1,5.523391297906636,1.6,6.0,3.0,0,1,7,6,1,0,-3.0,0,5,7,4,3,6,3.9644854664802542,0,1,7,6,1,0,3.534750223159789,1,0,6,6,0,1,3.658739951848983,0,1,7,6,1,0,3.1952715086936934,1,0,6,6,0,1,5.523391297906636,True,MASA,23879020_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23879020_15.tiff,3.3333333333333335e-05,0.0008333333333333334,3.3333333333333335e-05,44.616353129331145
67.84,4,1,0,42,270,3,C6,15,3,0.5981770833333333,6,0,1,3.1502190663913883,3.2,6.0,4.0,0,3,7,5,2,0,-5.0,0,7,7,3,4,6,4.345912277698516,0,3,7,5,2,0,2.917089045047759,0,3,7,5,2,0,-1.900542235622804,1,0,6,6,0,1,4.219994256496428,1,0,6,6,0,1,3.1502190663913883,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
67.4,4,3,1,42,55,12,C6,20,14,0.124125,6,0,1,3.410394648412862,2.0,3.0,3.0,1,0,8,7,1,2,1.0,0,3,9,6,3,3,6.011251688003538,0,3,9,6,3,1,2.496723830699919,0,1,9,7,2,3,0.5172998294730967,0,3,9,6,3,1,3.080255825996397,1,0,6,6,0,1,3.410394648412862,True,MASA,23878990_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878990_15.tiff,0.0006111111111111111,0.014166666666666666,0.0006111111111111111,48.52935049911557
67.4,4,1,2,123,350,3,C6,20,2,0.7728958333333333,6,0,1,3.220720556825399,2.0,6.0,3.0,1,0,6,6,0,1,1.0,0,5,7,4,3,6,4.505483150482177,0,3,7,5,2,0,3.126180946826934,0,1,7,6,1,1,1.8643362348278352,0,1,7,6,1,0,2.7021864376068097,1,0,6,6,0,1,3.220720556825399,True,MASA,23729050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729050_15.tiff,0.00023333333333333333,0.0022222222222222222,0.00023333333333333333,41.78051892159278
65.88,4,2,0,42,240,10,C6,24,6,0.5322666666666667,6,0,1,3.590193604379892,2.4,4.0,3.0,0,2,8,6,2,0,-4.0,0,4,8,5,3,4,4.74341160058975,0,4,8,5,3,1,3.097286164760588,1,0,6,6,0,1,3.5020686043798914,0,2,8,6,2,0,0.8436938571929914,1,0,6,6,0,1,3.590193604379892,True,MASA,23878945_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878945_15.tiff,0.2652,1.0,0.26520000000000005,96.49700061212924
64.88,4,1,1,123,165,5,C6,4,16,0.3682166666666667,6,0,1,2.5940336994330075,2.4,4.0,3.0,0,3,7,5,2,0,-3.0,0,5,7,4,3,4,3.5265337824821463,0,1,7,6,1,0,0.765749573707579,1,0,6,6,0,1,5.082880275299151,0,3,7,5,2,0,2.144729785919188,1,0,6,6,0,1,2.5940336994330075,True,MASA,23729080_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729080_15.tiff,6.666666666666667e-05,0.0008333333333333334,6.666666666666667e-05,33.71020601299033
64.88,4,1,0,42,310,6,C6,23,5,0.6857979166666667,6,0,1,2.6177831110358234,2.4,5.0,3.0,0,2,6,5,1,0,-2.0,0,6,6,3,3,5,2.5958741903305045,0,2,6,5,1,0,2.446465015411376,0,2,6,5,1,0,-0.3123552665114417,1,0,6,6,0,1,3.2852351760864247,1,0,6,6,0,1,2.6177831110358234,True,MASA,23729095_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729095_15.tiff,3.3333333333333335e-05,0.0008333333333333334,3.3333333333333335e-05,34.40977889470552
64.88,4,1,0,321,335,21,C6,3,15,0.7429020833333333,6,0,1,3.366960946917533,2.4,5.0,3.0,0,2,6,5,1,0,-2.0,0,6,6,3,3,5,3.276279389858245,1,0,6,6,0,1,6.49748146533966,0,2,6,5,1,0,2.0900381809969737,0,2,6,5,1,0,3.562356465339659,1,0,6,6,0,1,3.366960946917533,True,MASA,24029050_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_24029050_15.tiff,0.0015888888888888888,0.009722222222222222,0.0015888888888888888,47.84523880540244
64.44,4,1,3,123,130,6,C6,20,2,0.291375,6,0,1,3.1960811433196064,1.2,4.0,2.0,1,0,6,6,0,1,1.0,0,3,7,5,2,4,2.6952733993530265,0,1,7,6,1,1,-0.7686119675636307,0,1,7,6,1,0,-1.169788957486551,0,1,7,6,1,0,-0.6448424963951126,1,0,6,6,0,1,3.1960811433196064,True,MASA,23729095_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23729095_15.tiff,3.3333333333333335e-05,0.0008333333333333334,3.3333333333333335e-05,34.40977889470552
63.92,4,1,2,123,130,13,C6,21,3,0.29144375,6,0,1,3.0591229800879947,1.6,4.0,2.0,0,1,7,6,1,1,-3.0,0,3,7,5,2,4,2.9268925786018354,1,0,6,6,0,1,5.77522188425064,0,3,7,5,2,0,1.1085721909503137,0,1,7,6,1,0,2.209282832145689,1,0,6,6,0,1,3.0591229800879947,True,MASA,22828945_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_22828945_15.tiff,0.0,0.0,0.0,33.040234472885345
63.88,4,1,0,42,110,15,C6,24,6,0.2465104166666666,6,0,1,3.5872110073268404,2.4,4.0,3.0,0,2,6,5,1,0,-2.0,0,6,6,3,3,4,4.033158242702483,0,2,6,5,1,0,-0.0077633261680616,0,2,6,5,1,0,-1.175273450265329,1,0,6,6,0,1,6.907729337215423,1,0,6,6,0,1,3.5872110073268404,True,MASA,23879035_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23879035_15.tiff,0.0002888888888888889,0.003611111111111111,0.0002888888888888889,43.94926219533445
63.36,4,2,0,321,110,9,C6,15,9,0.2475354166666666,8,1,1,4.563063451955715,2.8,6.0,4.0,0,2,8,6,2,0,-4.0,0,6,8,4,4,6,4.948095440864561,1,0,8,7,1,1,5.865103721618652,0,2,8,6,2,0,1.2894596116244776,0,4,8,5,3,2,-3.2166197552680984,1,0,8,7,1,1,4.563063451955715,True,MASA,23878930_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_23878930_15.tiff,0.23595555555555556,1.0,0.23595555555555556,86.20615108195106
62.88,4,1,0,42,380,25,C6,0,22,0.83914375,6,0,1,4.54604684382677,2.4,4.0,2.0,1,0,6,6,0,1,3.0,0,4,6,4,2,4,2.310878753662108,0,2,6,5,1,0,2.188918411731719,0,4,6,4,2,0,-1.936634995291632,0,2,6,5,1,0,2.2488840751647934,1,0,6,6,0,1,4.54604684382677,True,MASA,24029110_15,F:\bishe\Undergraduate-Graduation-Project\results\figures\defense_reward_training_stage\case_studies\image_cache\masa_24029110_15.tiff,0.5082,1.0,0.5082,90.90832928539238
