score,fail_count,loop_controls,near_miss_controls,seed,episode,image_index,distance_bucket,initial_patch,goal_patch,run_progress,prop_path_len,prop_regress,prop_revisit,prop_total_reward,control_mean_final_dist,control_max_revisit,control_max_regress,external_only_success,intrinsic_only_success,mixed_no_gate_no_pbrs_success,mixed_gate_only_success,mixed_pbrs_only_success,proposed_linear_gate_pbrs_success,external_only_final,intrinsic_only_final,mixed_no_gate_no_pbrs_final,mixed_gate_only_final,mixed_pbrs_only_final,proposed_linear_gate_pbrs_final,external_only_revisit,intrinsic_only_revisit,mixed_no_gate_no_pbrs_revisit,mixed_gate_only_revisit,mixed_pbrs_only_revisit,proposed_linear_gate_pbrs_revisit,external_only_regress,intrinsic_only_regress,mixed_no_gate_no_pbrs_regress,mixed_gate_only_regress,mixed_pbrs_only_regress,proposed_linear_gate_pbrs_regress,external_only_dist_sequence,intrinsic_only_dist_sequence,mixed_no_gate_no_pbrs_dist_sequence,mixed_gate_only_dist_sequence,mixed_pbrs_only_dist_sequence,proposed_linear_gate_pbrs_dist_sequence,external_only_patch_sequence,intrinsic_only_patch_sequence,mixed_no_gate_no_pbrs_patch_sequence,mixed_gate_only_patch_sequence,mixed_pbrs_only_patch_sequence,proposed_linear_gate_pbrs_patch_sequence
80.6,5,2,1,321,115,9,C7,24,1,0.2585958333333333,7,0,1,4.759006090998649,3.0,4.0,3.0,0,0,0,0,0,1,3,5,1,3,3,0,4,4,0,3,1,1,2,3,1,2,2,0,"[7, 6, 5, 4, 3, 4, 3, 4, 3]","[7, 6, 7, 6, 5, 4, 5, 6, 5]","[7, 6, 5, 4, 5, 4, 3, 2, 1]","[7, 6, 5, 4, 3, 2, 3, 4, 3]","[7, 6, 5, 4, 5, 4, 3, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[1, 24, 19, 14, 9, 4, 9, 4, 9, 4]","[1, 24, 23, 24, 19, 18, 17, 18, 19, 18]","[1, 24, 23, 22, 21, 20, 15, 10, 5, 0]","[1, 24, 19, 14, 9, 4, 3, 4, 9, 4]","[1, 24, 23, 22, 21, 20, 15, 10, 5, 10]","[1, 24, 19, 14, 9, 8, 7, 2, 1]"
80.32,4,3,0,123,310,6,C8,20,4,0.6856354166666667,8,0,1,3.794967669963836,3.6,8.0,4.0,0,0,0,0,1,1,3,7,3,5,0,0,2,8,4,0,1,1,2,4,2,3,0,0,"[8, 7, 6, 5, 4, 3, 4, 5, 4, 3]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 4, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 4, 5, 6, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 21, 22, 23, 24, 19, 24, 23, 18, 13]","[4, 20, 15, 20, 15, 20, 15, 20, 15, 20, 15]","[4, 20, 21, 22, 23, 24, 19, 24, 19, 24, 19]","[4, 20, 21, 16, 11, 12, 13, 18, 23, 22, 17]","[4, 20, 21, 22, 23, 18, 13, 8, 9, 4]","[4, 20, 21, 22, 23, 18, 13, 8, 3, 4]"
80.12,5,1,3,123,390,4,C6,15,3,0.8608291666666666,6,0,1,3.238773135046164,2.6,6.0,4.0,0,0,0,0,0,1,1,7,1,3,1,0,0,6,0,0,0,1,1,4,1,2,1,0,"[6, 5, 4, 3, 4, 3, 2, 1]","[6, 7, 6, 7, 6, 7, 6, 7]","[6, 5, 4, 3, 2, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 3, 2, 1, 2, 1]","[6, 5, 4, 3, 2, 1, 0]","[3, 15, 16, 17, 18, 19, 14, 9, 4]","[3, 15, 20, 15, 20, 15, 20, 15, 20]","[3, 15, 10, 11, 12, 13, 14, 9, 8]","[3, 15, 10, 5, 6, 7, 8, 9, 14]","[3, 15, 16, 17, 18, 13, 8, 9, 4]","[3, 15, 16, 17, 18, 13, 8, 3]"
79.84,5,1,0,123,155,2,C7,4,15,0.3462104166666667,7,0,1,2.1348482718467707,3.2,6.0,3.0,0,0,0,0,0,1,4,6,2,2,2,0,1,6,0,0,0,1,2,3,1,1,1,0,"[7, 6, 5, 6, 5, 6, 5, 4]","[7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[15, 4, 3, 2, 3, 8, 9, 14, 19]","[15, 4, 9, 4, 9, 4, 9, 4, 9]","[15, 4, 9, 14, 13, 12, 11, 10, 5]","[15, 4, 3, 8, 13, 18, 17, 16, 11]","[15, 4, 3, 2, 1, 6, 11, 16, 21]","[15, 4, 9, 8, 7, 6, 5, 10, 15]"
79.8,5,4,0,123,70,10,C6,9,15,0.1579125,8,1,1,2.2219631931185715,4.0,7.0,4.0,0,0,0,0,0,1,4,6,2,4,4,0,4,7,2,0,0,1,3,4,2,3,3,1,"[6, 5, 4, 5, 4, 3, 4, 3, 4]","[6, 7, 6, 7, 6, 7, 6, 7, 6]","[6, 5, 4, 3, 4, 3, 4, 3, 2]","[6, 5, 4, 3, 2, 3, 2, 3, 4]","[6, 5, 4, 3, 2, 1, 2, 3, 4]","[6, 5, 4, 3, 2, 3, 2, 1, 0]","[15, 9, 14, 19, 14, 19, 18, 19, 18, 13]","[15, 9, 4, 9, 4, 9, 4, 9, 4, 9]","[15, 9, 14, 13, 18, 23, 18, 13, 12, 11]","[15, 9, 14, 19, 18, 17, 12, 11, 6, 1]","[15, 9, 14, 13, 18, 17, 16, 21, 22, 23]","[15, 9, 14, 19, 18, 17, 12, 11, 16, 15]"
79.8,4,4,0,42,310,5,C7,3,20,0.6857854166666667,7,0,1,2.158852541983127,4.0,8.0,4.0,0,0,1,0,0,1,6,6,0,4,4,0,0,8,1,0,1,1,4,4,0,3,3,0,"[7, 6, 5, 4, 3, 2, 3, 4, 5, 6]","[7, 6, 7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 4]","[7, 6, 5, 4, 3, 4, 5, 6, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[20, 3, 2, 7, 12, 17, 22, 23, 24, 19, 14]","[20, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8]","[20, 3, 8, 13, 12, 11, 16, 15, 20]","[20, 3, 8, 7, 6, 11, 16, 21, 22, 23, 18]","[20, 3, 2, 7, 12, 17, 18, 13, 8, 7, 6]","[20, 3, 8, 7, 6, 5, 10, 15, 20]"
78.56,5,4,1,123,385,3,C6,14,20,0.84975,8,1,1,2.512186734914778,3.8,5.0,4.0,0,0,0,0,0,1,3,5,5,5,1,0,2,5,3,1,1,1,3,4,4,4,2,1,"[6, 5, 6, 5, 6, 5, 4, 3, 4, 3]","[6, 7, 8, 7, 6, 5, 4, 5, 4, 5]","[6, 5, 4, 3, 4, 5, 4, 5, 4, 5]","[6, 5, 4, 3, 2, 3, 4, 5, 6, 5]","[6, 5, 6, 5, 4, 5, 4, 3, 2, 1]","[6, 5, 6, 5, 4, 3, 2, 1, 0]","[20, 14, 13, 8, 7, 2, 1, 0, 5, 0, 5]","[20, 14, 9, 4, 9, 14, 19, 24, 19, 24, 19]","[20, 14, 13, 12, 11, 6, 1, 0, 1, 0, 1]","[20, 14, 13, 12, 11, 10, 5, 0, 1, 2, 1]","[20, 14, 13, 8, 7, 6, 1, 6, 11, 16, 21]","[20, 14, 13, 8, 7, 6, 5, 10, 15, 20]"
78.36,4,2,1,123,305,11,C8,20,4,0.6747354166666667,8,0,1,1.921395733922719,2.8,8.0,4.0,0,0,1,0,0,1,1,7,0,3,3,0,1,8,1,0,4,1,1,4,0,2,2,0,"[8, 7, 6, 5, 4, 3, 2, 3, 2, 1]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 4, 5, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 5, 6, 7, 2, 1, 2, 3]","[4, 20, 15, 20, 15, 20, 15, 20, 15, 20, 15]","[4, 20, 21, 16, 11, 6, 1, 2, 3, 4]","[4, 20, 21, 16, 11, 12, 7, 8, 9, 14, 19]","[4, 20, 15, 10, 5, 0, 1, 0, 5, 0, 1]","[4, 20, 21, 22, 17, 12, 7, 2, 3, 4]"
78.32,4,2,0,123,310,1,C8,20,4,0.685575,8,0,1,3.4509771285280584,3.6,8.0,4.0,1,0,0,0,0,1,0,7,3,3,5,0,1,8,0,0,1,1,0,4,2,2,3,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 3, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 11, 12, 13, 14, 9, 4]","[4, 20, 15, 20, 15, 20, 15, 20, 15, 20, 15]","[4, 20, 15, 10, 5, 6, 7, 8, 9, 14, 19]","[4, 20, 15, 10, 11, 6, 7, 8, 9, 14, 19]","[4, 20, 15, 10, 5, 0, 1, 2, 7, 6, 5]","[4, 20, 21, 22, 23, 18, 13, 8, 3, 4]"
78.32,4,2,0,123,105,3,C8,4,20,0.2354625,8,0,1,2.8250190663784736,3.6,8.0,4.0,0,0,0,1,0,1,5,7,3,0,3,0,3,8,1,1,0,1,3,4,2,0,2,0,"[8, 7, 8, 7, 6, 5, 6, 5, 4, 5]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 7, 6, 5, 4, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 3, 4, 3, 8, 13, 14, 19, 24, 19]","[20, 4, 9, 4, 9, 4, 9, 4, 9, 4, 9]","[20, 4, 3, 8, 9, 14, 13, 18, 23, 24, 23]","[20, 4, 3, 8, 13, 18, 17, 16, 21, 20]","[20, 4, 9, 14, 13, 12, 11, 16, 21, 22, 23]","[20, 4, 3, 2, 1, 0, 5, 10, 15, 20]"
77.8,5,4,0,123,60,1,C6,5,19,0.1358583333333333,8,1,1,3.557124936391909,4.0,5.0,4.0,0,0,0,0,0,1,2,6,4,4,4,0,1,5,1,4,1,1,2,4,3,3,3,1,"[6, 5, 4, 3, 4, 3, 2, 1, 2]","[6, 7, 6, 7, 6, 7, 6, 5, 6]","[6, 5, 4, 5, 4, 3, 4, 3, 4]","[6, 5, 4, 5, 4, 5, 4, 5, 4]","[6, 5, 4, 3, 2, 3, 2, 3, 4]","[6, 5, 4, 5, 4, 3, 2, 1, 0]","[19, 5, 6, 7, 8, 3, 8, 13, 14, 9]","[19, 5, 0, 5, 0, 5, 0, 5, 6, 1]","[19, 5, 10, 15, 20, 21, 16, 11, 12, 11]","[19, 5, 10, 15, 20, 15, 20, 21, 20, 21]","[19, 5, 10, 11, 12, 17, 22, 23, 22, 21]","[19, 5, 10, 15, 20, 21, 22, 23, 24, 19]"
77.6,5,2,1,321,55,20,C6,15,3,0.12485,6,0,1,4.649842901229858,3.0,4.0,3.0,0,0,0,0,0,1,3,5,1,3,3,0,4,4,1,3,0,1,2,3,1,2,2,0,"[6, 5, 4, 3, 4, 3, 4, 3]","[6, 7, 6, 7, 6, 7, 6, 5]","[6, 5, 4, 3, 2, 1, 2, 1]","[6, 5, 4, 5, 4, 5, 4, 3]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 3, 2, 1, 0]","[3, 15, 10, 5, 6, 5, 6, 5, 6]","[3, 15, 20, 15, 20, 15, 20, 21, 16]","[3, 15, 10, 5, 6, 7, 8, 9, 8]","[3, 15, 10, 11, 10, 11, 16, 11, 12]","[3, 15, 10, 5, 6, 7, 8, 13, 12]","[3, 15, 16, 11, 6, 7, 8, 3]"
77.56,5,5,0,321,140,12,C6,16,4,0.314575,8,1,2,4.823422744969526,3.8,5.0,5.0,0,0,0,0,0,1,3,7,3,3,3,0,1,5,2,2,0,2,3,5,3,3,3,1,"[6, 5, 4, 3, 2, 1, 2, 3, 4, 3]","[6, 7, 8, 7, 6, 7, 8, 7, 8, 7]","[6, 5, 4, 3, 2, 1, 2, 3, 2, 3]","[6, 5, 4, 3, 2, 1, 2, 1, 2, 3]","[6, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 3, 2, 3, 2, 1, 0]","[4, 16, 11, 12, 7, 8, 9, 14, 19, 24, 19]","[4, 16, 15, 20, 21, 22, 21, 20, 21, 20, 21]","[4, 16, 11, 12, 7, 8, 9, 14, 13, 14, 13]","[4, 16, 11, 6, 7, 8, 9, 14, 9, 14, 13]","[4, 16, 21, 22, 23, 24, 19, 14, 9, 8, 7]","[4, 16, 11, 6, 7, 8, 7, 2, 3, 4]"
77.08,5,1,0,123,100,0,C7,24,5,0.2245520833333333,7,0,1,1.8549153616428369,3.4,3.0,3.0,0,0,0,0,0,1,5,3,3,3,3,0,3,3,0,0,1,1,3,2,2,2,2,0,"[7, 6, 5, 4, 5, 4, 3, 4, 5]","[7, 6, 5, 4, 5, 4, 5, 4, 3]","[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 3, 2, 3, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[5, 24, 19, 14, 13, 14, 9, 8, 9, 14]","[5, 24, 19, 14, 9, 4, 9, 4, 9, 8]","[5, 24, 23, 22, 17, 16, 11, 6, 7, 2]","[5, 24, 19, 18, 17, 16, 11, 6, 1, 2]","[5, 24, 19, 18, 17, 12, 11, 16, 15, 16]","[5, 24, 23, 22, 17, 12, 7, 6, 5]"
76.88,4,1,2,321,220,16,C8,4,20,0.49054375,8,0,1,2.417301265120505,2.4,8.0,4.0,0,0,0,1,0,1,3,7,1,0,1,0,0,8,1,1,1,1,2,4,1,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 9, 8, 13, 18, 17, 16, 15, 10, 5]","[20, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3]","[20, 4, 9, 8, 7, 12, 17, 22, 21, 16, 21]","[20, 4, 9, 8, 7, 6, 11, 10, 15, 20]","[20, 4, 9, 8, 7, 6, 11, 16, 21, 22, 21]","[20, 4, 3, 8, 7, 6, 11, 10, 15, 20]"
76.36,5,1,0,123,105,4,C7,15,4,0.2354770833333333,7,0,1,4.555064148247242,2.8,4.0,2.0,0,0,0,0,0,1,2,4,2,2,4,0,2,4,0,0,2,1,1,2,1,1,2,0,"[7, 6, 5, 4, 3, 2, 3, 2]","[7, 6, 5, 4, 5, 4, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 15, 16, 17, 18, 19, 14, 19, 14]","[4, 15, 10, 5, 0, 5, 0, 5, 0]","[4, 15, 10, 5, 6, 7, 8, 9, 14]","[4, 15, 10, 5, 6, 7, 8, 9, 14]","[4, 15, 10, 5, 6, 7, 8, 7, 6]","[4, 15, 16, 17, 18, 13, 8, 3, 4]"
76.36,4,1,1,321,235,21,C8,20,4,0.5238083333333333,8,0,1,2.294291473336517,2.8,8.0,4.0,1,0,0,0,0,1,0,7,3,1,3,0,1,8,0,1,0,1,0,4,2,1,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 21, 16, 11, 6, 7, 2, 3, 4]","[4, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21]","[4, 20, 15, 10, 11, 6, 7, 8, 9, 14, 13]","[4, 20, 15, 10, 11, 12, 7, 8, 7, 2, 3]","[4, 20, 21, 22, 23, 18, 13, 8, 3, 2, 7]","[4, 20, 15, 10, 5, 0, 1, 2, 3, 4]"
75.88,4,1,2,321,350,1,C8,4,20,0.77580625,8,0,1,2.543094078421592,2.4,7.0,4.0,0,0,1,0,0,1,1,7,0,1,3,0,0,7,1,1,0,1,1,4,0,1,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 7, 8, 7, 6, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 3, 8, 13, 18, 23, 22, 21, 16, 15]","[20, 4, 3, 2, 3, 4, 3, 2, 3, 4, 3]","[20, 4, 9, 14, 19, 18, 23, 22, 21, 20]","[20, 4, 9, 8, 13, 12, 17, 16, 21, 16, 15]","[20, 4, 9, 8, 7, 6, 11, 16, 21, 22, 23]","[20, 4, 9, 8, 13, 12, 11, 16, 21, 20]"
75.88,4,1,2,42,215,14,C8,20,4,0.4783020833333333,8,0,1,2.962057241767644,2.4,7.0,4.0,0,0,0,1,0,1,1,7,3,0,1,0,2,7,0,1,0,1,1,4,2,0,1,0,"[8, 7, 6, 5, 4, 3, 4, 3, 2, 1]","[8, 7, 6, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 21, 22, 23, 24, 19, 24, 19, 14, 9]","[4, 20, 15, 10, 15, 20, 15, 20, 15, 20, 15]","[4, 20, 15, 10, 5, 6, 7, 8, 9, 14, 19]","[4, 20, 21, 22, 23, 24, 19, 14, 9, 4]","[4, 20, 15, 16, 17, 18, 19, 14, 9, 8, 3]","[4, 20, 21, 22, 23, 24, 19, 14, 9, 4]"
75.8,4,4,0,42,230,3,C6,14,0,0.5106020833333333,6,0,1,3.353948346972465,4.0,6.0,5.0,0,0,1,0,0,1,4,8,0,4,4,0,0,6,1,2,2,1,3,5,0,3,3,0,"[6, 5, 4, 3, 2, 1, 2, 3, 4]","[6, 7, 8, 7, 8, 7, 8, 7, 8]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 4, 5, 4, 5, 4]","[6, 5, 4, 3, 2, 3, 2, 3, 4]","[6, 5, 4, 3, 2, 1, 0]","[0, 14, 9, 8, 7, 6, 5, 10, 15, 16]","[0, 14, 19, 24, 19, 24, 19, 24, 19, 24]","[0, 14, 13, 12, 11, 10, 5, 0]","[0, 14, 13, 12, 11, 16, 21, 20, 21, 20]","[0, 14, 13, 12, 11, 10, 11, 10, 15, 20]","[0, 14, 13, 12, 11, 10, 5, 0]"
75.8,4,1,0,321,375,6,C8,20,4,0.83061875,8,0,1,1.4530920296609393,4.0,7.0,4.0,0,0,1,0,0,1,4,8,0,4,4,0,3,7,1,3,3,1,2,4,0,2,2,0,"[8, 7, 6, 5, 4, 3, 4, 3, 4]","[8, 7, 8, 7, 8, 7, 8, 7, 8]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 4, 3, 4]","[8, 7, 6, 5, 4, 3, 4, 3, 4]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 21, 22, 23, 24, 19, 24, 19, 24]","[4, 20, 21, 20, 21, 20, 21, 20, 21, 20]","[4, 20, 21, 16, 11, 6, 7, 8, 9, 4]","[4, 20, 21, 22, 23, 24, 19, 24, 19, 24]","[4, 20, 21, 22, 23, 24, 19, 24, 19, 24]","[4, 20, 21, 16, 11, 6, 7, 2, 3, 4]"
75.6,5,1,1,123,95,9,C6,4,10,0.21338125,6,0,1,3.1606426916519794,3.0,4.0,3.0,0,0,0,0,0,1,3,5,3,1,3,0,0,4,0,0,0,1,2,3,2,1,2,0,"[6, 5, 4, 3, 4, 5, 4, 3]","[6, 5, 4, 5, 4, 3, 4, 5]","[6, 5, 4, 5, 6, 5, 4, 3]","[6, 5, 4, 3, 4, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 3, 2, 1, 0]","[10, 4, 3, 8, 13, 14, 19, 18, 17]","[10, 4, 3, 8, 3, 8, 13, 8, 3]","[10, 4, 9, 14, 19, 24, 23, 22, 21]","[10, 4, 9, 14, 13, 18, 17, 16, 15]","[10, 4, 3, 2, 1, 6, 11, 16, 21]","[10, 4, 9, 8, 13, 12, 11, 10]"
75.36,4,3,1,42,275,3,C6,15,3,0.6092479166666667,6,0,1,3.1502190663913883,2.8,8.0,5.0,0,0,0,0,1,1,3,7,3,1,0,0,1,8,0,0,1,1,3,5,3,2,0,0,"[6, 5, 4, 5, 4, 5, 4, 3, 2, 3]","[6, 7, 6, 7, 6, 7, 6, 7, 6, 7]","[6, 5, 4, 3, 2, 1, 2, 3, 2, 3]","[6, 5, 6, 5, 4, 5, 4, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[3, 15, 16, 17, 22, 23, 24, 19, 14, 9, 14]","[3, 15, 20, 15, 20, 15, 20, 15, 20, 15, 20]","[3, 15, 10, 5, 6, 7, 8, 9, 14, 13, 18]","[3, 15, 16, 21, 22, 23, 24, 19, 14, 9, 4]","[3, 15, 16, 17, 18, 13, 8, 3]","[3, 15, 16, 17, 18, 13, 8, 3]"
75.36,4,2,1,123,300,8,C8,0,24,0.6637708333333333,8,0,1,3.951110085256397,2.8,6.0,3.0,1,0,0,0,0,1,0,5,1,5,3,0,1,6,2,0,3,1,0,3,1,3,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 3, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 7, 8, 13, 18, 19, 24]","[24, 0, 1, 6, 1, 6, 1, 6, 1, 6, 11]","[24, 0, 1, 2, 3, 8, 13, 18, 23, 18, 23]","[24, 0, 1, 2, 3, 8, 13, 18, 17, 16, 15]","[24, 0, 5, 10, 11, 12, 13, 14, 13, 12, 13]","[24, 0, 5, 10, 15, 16, 17, 18, 19, 24]"
75.36,5,1,0,321,160,19,C6,1,23,0.3590625,6,0,1,2.894141050378481,2.8,5.0,3.0,0,0,0,0,0,1,2,6,2,2,2,0,0,5,0,0,0,1,1,3,1,1,1,0,"[6, 5, 4, 5, 4, 3, 2]","[6, 7, 6, 7, 6, 7, 6]","[6, 5, 4, 5, 4, 3, 2]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 0]","[23, 1, 2, 3, 4, 9, 14, 19]","[23, 1, 0, 1, 0, 1, 0, 1]","[23, 1, 2, 3, 4, 9, 14, 13]","[23, 1, 6, 7, 12, 13, 18, 19]","[23, 1, 2, 7, 12, 17, 18, 19]","[23, 1, 2, 7, 8, 13, 18, 23]"
75.36,4,1,1,123,335,8,C8,0,24,0.74025,8,0,1,2.42597163465619,2.8,7.0,4.0,1,0,0,0,0,1,0,7,1,3,3,0,1,7,1,1,0,1,0,4,1,2,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 7, 8, 9, 14, 19, 24]","[24, 0, 1, 6, 1, 6, 1, 6, 1, 6, 1]","[24, 0, 1, 2, 7, 12, 17, 22, 23, 18, 23]","[24, 0, 1, 2, 3, 8, 13, 18, 17, 22, 17]","[24, 0, 5, 10, 11, 12, 17, 18, 19, 14, 13]","[24, 0, 1, 6, 11, 12, 13, 14, 19, 24]"
75.32,4,4,0,123,305,9,C6,16,4,0.67470625,6,0,1,3.210678438792625,3.6,7.0,4.0,1,0,0,0,0,1,0,6,4,4,4,0,1,7,0,0,1,1,0,4,3,3,3,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 7, 6, 7, 6, 7, 6, 7, 6]","[6, 5, 4, 3, 2, 1, 2, 3, 4]","[6, 5, 4, 3, 2, 1, 2, 3, 4]","[6, 5, 4, 3, 2, 3, 4, 3, 4]","[6, 5, 4, 3, 2, 1, 0]","[4, 16, 11, 12, 7, 8, 9, 4]","[4, 16, 21, 16, 21, 16, 21, 16, 21, 16]","[4, 16, 11, 6, 7, 8, 9, 14, 19, 18]","[4, 16, 11, 6, 7, 8, 9, 14, 19, 18]","[4, 16, 17, 18, 13, 8, 7, 6, 1, 6]","[4, 16, 17, 12, 7, 2, 3, 4]"
75.32,4,3,0,321,300,13,C8,0,24,0.666675,8,0,1,1.2119353176727885,3.6,4.0,3.0,0,0,1,0,0,1,5,5,0,5,3,0,0,4,1,0,1,1,3,3,0,3,2,0,"[8, 7, 6, 5, 4, 3, 2, 3, 4, 5]","[8, 7, 6, 7, 6, 5, 4, 5, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 3, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 1, 2, 3, 8, 13, 18, 17, 12, 11]","[24, 0, 1, 6, 1, 2, 3, 4, 3, 4, 3]","[24, 0, 1, 2, 3, 8, 13, 18, 19, 24]","[24, 0, 1, 2, 3, 8, 13, 18, 17, 12, 11]","[24, 0, 1, 6, 11, 12, 13, 14, 9, 4, 9]","[24, 0, 1, 6, 7, 8, 9, 14, 19, 24]"
