route_index,method,method_cn,seed,episode,image_index,distance_bucket,success,initial_dist,final_dist,route_total_reward,step,prev_patch,cur_patch,action,prev_dist,next_dist,delta_dist,move_type,is_progress,is_regress,is_goal,is_near,reward_total,reward_ex,reward_ex_raw,reward_in_raw,reward_in_gated,gate_weight,finish_bonus,pbrs_bonus,reward_positive,reward_strong_positive
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,2,3,4,right,5.0,4.0,1.0,progress,1,0,0,0,0.6813002824783323,0.0,-1.0,0.6813002824783323,0.6813002824783323,1.0,0.0,0.0,1,1
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,3,4,3,left,4.0,5.0,-1.0,regress,0,1,0,0,0.6132308840751646,0.0,-1.0,0.6132308840751646,0.6132308840751646,1.0,0.0,0.0,1,1
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,4,3,2,left,5.0,6.0,-1.0,regress,0,1,0,0,0.684195280075073,0.0,-1.0,0.684195280075073,0.684195280075073,1.0,0.0,0.0,1,1
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,5,2,3,right,6.0,5.0,1.0,progress,1,0,0,0,0.9090776443481443,0.0,-1.0,0.9090776443481443,0.9090776443481443,1.0,0.0,0.0,1,1
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,6,3,4,right,5.0,4.0,1.0,progress,1,0,0,0,0.6789116263389585,0.0,-1.0,0.6789116263389585,0.6789116263389585,1.0,0.0,0.0,1,1
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,7,4,3,left,4.0,5.0,-1.0,regress,0,1,0,0,0.6115646362304685,0.0,-1.0,0.6115646362304685,0.6115646362304685,1.0,0.0,0.0,1,1
2392,intrinsic_only,仅好奇心,321,190,12,C6,0,6.0,6.0,5.877335429191588,8,3,2,left,5.0,6.0,-1.0,regress,0,1,0,0,0.6802738904953001,0.0,-1.0,0.6802738904953001,0.6802738904953001,1.0,0.0,0.0,1,1
2393,intrinsic_only,仅好奇心,321,190,14,C6,0,6.0,4.0,3.7860206961631766,1,10,11,right,6.0,5.0,1.0,progress,1,0,0,0,0.7946164608001707,0.0,-1.0,0.7946164608001707,0.7946164608001707,1.0,0.0,0.0,1,1
2393,intrinsic_only,仅好奇心,321,190,14,C6,0,6.0,4.0,3.7860206961631766,2,11,10,left,5.0,6.0,-1.0,regress,0,1,0,0,0.6220732331275938,0.0,-1.0,0.6220732331275938,0.6220732331275938,1.0,0.0,0.0,1,1
2393,intrinsic_only,仅好奇心,321,190,14,C6,0,6.0,4.0,3.7860206961631766,3,10,15,down,6.0,5.0,1.0,progress,1,0,0,0,0.647116422653198,0.0,-1.0,0.647116422653198,0.647116422653198,1.0,0.0,0.0,1,1
2393,intrinsic_only,仅好奇心,321,190,14,C6,0,6.0,4.0,3.7860206961631766,4,15,16,right,5.0,4.0,1.0,progress,1,0,0,0,0.7028503417968748,0.0,-1.0,0.7028503417968748,0.7028503417968748,1.0,0.0,0.0,1,1
2393,intrinsic_only,仅好奇心,321,190,14,C6,0,6.0,4.0,3.7860206961631766,5,16,15,left,4.0,5.0,-1.0,regress,0,1,0,0,0.35687547922134377,0.0,-1.0,0.35687547922134377,0.35687547922134377,1.0,0.0,0.0,1,0
2393,intrinsic_only,仅好奇心,321,190,14,C6,0,6.0,4.0,3.7860206961631766,6,15,16,right,5.0,4.0,1.0,progress,1,0,0,0,0.6624887585639951,0.0,-1.0,0.6624887585639951,0.6624887585639951,1.0,0.0,0.0,1,1
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,1,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.7471652030944822,0.0,-1.0,0.7471652030944822,0.7471652030944822,1.0,0.0,0.0,1,1
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,2,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.6161494255065916,0.0,-1.0,0.6161494255065916,0.6161494255065916,1.0,0.0,0.0,1,1
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,3,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6353027820587156,0.0,-1.0,0.6353027820587156,0.6353027820587156,1.0,0.0,0.0,1,1
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,4,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.5982233285903928,0.0,-1.0,0.5982233285903928,0.5982233285903928,1.0,0.0,0.0,1,0
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,5,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6351358890533445,0.0,-1.0,0.6351358890533445,0.6351358890533445,1.0,0.0,0.0,1,1
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,6,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.5963916778564451,0.0,-1.0,0.5963916778564451,0.5963916778564451,1.0,0.0,0.0,1,0
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,7,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6326926946640012,0.0,-1.0,0.6326926946640012,0.6326926946640012,1.0,0.0,0.0,1,1
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,8,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.5971340537071226,0.0,-1.0,0.5971340537071226,0.5971340537071226,1.0,0.0,0.0,1,0
2394,intrinsic_only,仅好奇心,321,195,4,C8,0,8.0,7.0,5.690286338329313,9,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6320912837982176,0.0,-1.0,0.6320912837982176,0.6320912837982176,1.0,0.0,0.0,1,1
2395,intrinsic_only,仅好奇心,321,195,6,C7,0,7.0,3.0,2.640086829662322,1,24,19,up,7.0,6.0,1.0,progress,1,0,0,0,0.7892115116119383,0.0,-1.0,0.7892115116119383,0.7892115116119383,1.0,0.0,0.0,1,1
2395,intrinsic_only,仅好奇心,321,195,6,C7,0,7.0,3.0,2.640086829662322,2,19,18,left,6.0,5.0,1.0,progress,1,0,0,0,0.4289950132369993,0.0,-1.0,0.4289950132369993,0.4289950132369993,1.0,0.0,0.0,1,0
2395,intrinsic_only,仅好奇心,321,195,6,C7,0,7.0,3.0,2.640086829662322,3,18,17,left,5.0,4.0,1.0,progress,1,0,0,0,0.31646203994750954,0.0,-1.0,0.31646203994750954,0.31646203994750954,1.0,0.0,0.0,1,0
2395,intrinsic_only,仅好奇心,321,195,6,C7,0,7.0,3.0,2.640086829662322,4,17,16,left,4.0,3.0,1.0,progress,1,0,0,0,0.381519019603729,0.0,1.0,0.381519019603729,0.381519019603729,1.0,0.0,0.0,1,0
2395,intrinsic_only,仅好奇心,321,195,6,C7,0,7.0,3.0,2.640086829662322,5,16,17,right,3.0,4.0,-1.0,regress,0,1,0,0,0.3506783843040464,0.0,-1.0,0.3506783843040464,0.3506783843040464,1.0,0.0,0.0,1,0
2395,intrinsic_only,仅好奇心,321,195,6,C7,0,7.0,3.0,2.640086829662322,6,17,16,left,4.0,3.0,1.0,progress,1,0,0,0,0.37322086095809914,0.0,-1.0,0.37322086095809914,0.37322086095809914,1.0,0.0,0.0,1,0
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,1,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.6511373519897459,0.0,-1.0,0.6511373519897459,0.6511373519897459,1.0,0.0,0.0,1,1
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,2,3,4,right,7.0,8.0,-1.0,regress,0,1,0,0,0.7264153361320493,0.0,-1.0,0.7264153361320493,0.7264153361320493,1.0,0.0,0.0,1,1
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,3,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.5397928953170774,0.0,-1.0,0.5397928953170774,0.5397928953170774,1.0,0.0,0.0,1,0
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,4,3,4,right,7.0,8.0,-1.0,regress,0,1,0,0,0.7081542611122129,0.0,-1.0,0.7081542611122129,0.7081542611122129,1.0,0.0,0.0,1,1
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,5,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.5343885421752927,0.0,-1.0,0.5343885421752927,0.5343885421752927,1.0,0.0,0.0,1,0
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,6,3,4,right,7.0,8.0,-1.0,regress,0,1,0,0,0.6967277526855467,0.0,-1.0,0.6967277526855467,0.6967277526855467,1.0,0.0,0.0,1,1
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,7,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.5319510102272031,0.0,-1.0,0.5319510102272031,0.5319510102272031,1.0,0.0,0.0,1,0
2396,intrinsic_only,仅好奇心,321,195,9,C8,0,8.0,6.0,5.081114828586577,8,3,2,left,7.0,6.0,1.0,progress,1,0,0,0,0.6925476789474485,0.0,-1.0,0.6925476789474485,0.6925476789474485,1.0,0.0,0.0,1,1
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,1,15,20,down,6.0,7.0,-1.0,regress,0,1,0,0,0.610064387321472,0.0,-1.0,0.610064387321472,0.610064387321472,1.0,0.0,0.0,1,1
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,2,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.335050046443939,0.0,-1.0,0.335050046443939,0.335050046443939,1.0,0.0,0.0,1,0
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,3,21,20,left,6.0,7.0,-1.0,regress,0,1,0,0,0.9215606451034544,0.0,-1.0,0.9215606451034544,0.9215606451034544,1.0,0.0,0.0,1,1
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,4,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.311454653739929,0.0,-1.0,0.311454653739929,0.311454653739929,1.0,0.0,0.0,1,0
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,5,21,20,left,6.0,7.0,-1.0,regress,0,1,0,0,0.9266520738601682,0.0,-1.0,0.9266520738601682,0.9266520738601682,1.0,0.0,0.0,1,1
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,6,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.3094447851181028,0.0,-1.0,0.3094447851181028,0.3094447851181028,1.0,0.0,0.0,1,0
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,7,21,20,left,6.0,7.0,-1.0,regress,0,1,0,0,0.9196109771728513,0.0,-1.0,0.9196109771728513,0.9196109771728513,1.0,0.0,0.0,1,1
2397,intrinsic_only,仅好奇心,321,195,10,C6,0,6.0,6.0,4.644746541976927,8,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.3109089732170103,0.0,-1.0,0.3109089732170103,0.3109089732170103,1.0,0.0,0.0,1,0
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,1,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.8470137119293211,0.0,-1.0,0.8470137119293211,0.8470137119293211,1.0,0.0,0.0,1,1
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,2,3,2,left,7.0,6.0,1.0,progress,1,0,0,0,0.7274369597434995,0.0,-1.0,0.7274369597434995,0.7274369597434995,1.0,0.0,0.0,1,1
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,3,2,1,left,6.0,5.0,1.0,progress,1,0,0,0,0.8772559165954588,0.0,-1.0,0.8772559165954588,0.8772559165954588,1.0,0.0,0.0,1,1
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,4,1,0,left,5.0,4.0,1.0,progress,1,0,0,0,0.8888466358184812,0.0,-1.0,0.8888466358184812,0.8888466358184812,1.0,0.0,0.0,1,1
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,5,0,1,right,4.0,5.0,-1.0,regress,0,1,0,0,0.7013351917266843,0.0,-1.0,0.7013351917266843,0.7013351917266843,1.0,0.0,0.0,1,1
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,6,1,0,left,5.0,4.0,1.0,progress,1,0,0,0,0.8525342941284177,0.0,-1.0,0.8525342941284177,0.8525342941284177,1.0,0.0,0.0,1,1
2398,intrinsic_only,仅好奇心,321,195,12,C8,0,8.0,5.0,5.59177541732788,7,0,1,right,4.0,5.0,-1.0,regress,0,1,0,0,0.6973527073860166,0.0,-1.0,0.6973527073860166,0.6973527073860166,1.0,0.0,0.0,1,1
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,1,24,23,left,7.0,6.0,1.0,progress,1,0,0,0,0.8272058963775633,0.0,-1.0,0.8272058963775633,0.8272058963775633,1.0,0.0,0.0,1,1
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,2,23,24,right,6.0,7.0,-1.0,regress,0,1,0,0,0.5488027334213255,0.0,-1.0,0.5488027334213255,0.5488027334213255,1.0,0.0,0.0,1,0
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,3,24,23,left,7.0,6.0,1.0,progress,1,0,0,0,0.7108093500137327,0.0,-1.0,0.7108093500137327,0.7108093500137327,1.0,0.0,0.0,1,1
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,4,23,24,right,6.0,7.0,-1.0,regress,0,1,0,0,0.5351154208183286,0.0,-1.0,0.5351154208183286,0.5351154208183286,1.0,0.0,0.0,1,0
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,5,24,23,left,7.0,6.0,1.0,progress,1,0,0,0,0.7078183889389036,0.0,-1.0,0.7078183889389036,0.7078183889389036,1.0,0.0,0.0,1,1
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,6,23,24,right,6.0,7.0,-1.0,regress,0,1,0,0,0.5372355580329893,0.0,-1.0,0.5372355580329893,0.5372355580329893,1.0,0.0,0.0,1,0
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,7,24,23,left,7.0,6.0,1.0,progress,1,0,0,0,0.7073302268981931,0.0,-1.0,0.7073302268981931,0.7073302268981931,1.0,0.0,0.0,1,1
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,8,23,24,right,6.0,7.0,-1.0,regress,0,1,0,0,0.5367619991302488,0.0,-1.0,0.5367619991302488,0.5367619991302488,1.0,0.0,0.0,1,0
2399,intrinsic_only,仅好奇心,321,195,16,C7,0,7.0,6.0,5.815954983234404,9,24,23,left,7.0,6.0,1.0,progress,1,0,0,0,0.7048754096031187,0.0,-1.0,0.7048754096031187,0.7048754096031187,1.0,0.0,0.0,1,1
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,1,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.6530780792236326,0.0,-1.0,0.6530780792236326,0.6530780792236326,1.0,0.0,0.0,1,1
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,2,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.5298210382461546,0.0,-1.0,0.5298210382461546,0.5298210382461546,1.0,0.0,0.0,1,0
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,3,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.4141057729721067,0.0,-1.0,0.4141057729721067,0.4141057729721067,1.0,0.0,0.0,1,0
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,4,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.5036325454711912,0.0,-1.0,0.5036325454711912,0.5036325454711912,1.0,0.0,0.0,1,0
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,5,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.40687006711959817,0.0,-1.0,0.40687006711959817,0.40687006711959817,1.0,0.0,0.0,1,0
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,6,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.4949010610580442,0.0,-1.0,0.4949010610580442,0.4949010610580442,1.0,0.0,0.0,1,0
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,7,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.40477138757705666,0.0,-1.0,0.40477138757705666,0.40477138757705666,1.0,0.0,0.0,1,0
2400,intrinsic_only,仅好奇心,321,200,0,C8,0,8.0,8.0,3.898637652397154,8,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.4914577007293699,0.0,-1.0,0.4914577007293699,0.4914577007293699,1.0,0.0,0.0,1,0
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,1,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.7278199195861814,0.0,-1.0,0.7278199195861814,0.7278199195861814,1.0,0.0,0.0,1,1
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,2,3,4,right,7.0,8.0,-1.0,regress,0,1,0,0,0.8666009902954099,0.0,-1.0,0.8666009902954099,0.8666009902954099,1.0,0.0,0.0,1,1
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,3,4,3,left,8.0,7.0,1.0,progress,1,0,0,0,0.5324317216873167,0.0,-1.0,0.5324317216873167,0.5324317216873167,1.0,0.0,0.0,1,0
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,4,3,2,left,7.0,6.0,1.0,progress,1,0,0,0,0.8645029067993162,0.0,-1.0,0.8645029067993162,0.8645029067993162,1.0,0.0,0.0,1,1
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,5,2,1,left,6.0,5.0,1.0,progress,1,0,0,0,0.8344430923461912,0.0,-1.0,0.8344430923461912,0.8344430923461912,1.0,0.0,0.0,1,1
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,6,1,0,left,5.0,4.0,1.0,progress,1,0,0,0,0.6962392926216123,0.0,-1.0,0.6962392926216123,0.6962392926216123,1.0,0.0,0.0,1,1
2401,intrinsic_only,仅好奇心,321,200,3,C8,0,8.0,5.0,5.25313639640808,7,0,1,right,4.0,5.0,-1.0,regress,0,1,0,0,0.7310984730720518,0.0,-1.0,0.7310984730720518,0.7310984730720518,1.0,0.0,0.0,1,1
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,1,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.7471652030944822,0.0,-1.0,0.7471652030944822,0.7471652030944822,1.0,0.0,0.0,1,1
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,2,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.6161494255065916,0.0,-1.0,0.6161494255065916,0.6161494255065916,1.0,0.0,0.0,1,1
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,3,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6353027820587156,0.0,-1.0,0.6353027820587156,0.6353027820587156,1.0,0.0,0.0,1,1
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,4,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.5982233285903928,0.0,-1.0,0.5982233285903928,0.5982233285903928,1.0,0.0,0.0,1,0
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,5,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6351358890533445,0.0,-1.0,0.6351358890533445,0.6351358890533445,1.0,0.0,0.0,1,1
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,6,1,0,left,7.0,8.0,-1.0,regress,0,1,0,0,0.5963916778564451,0.0,-1.0,0.5963916778564451,0.5963916778564451,1.0,0.0,0.0,1,0
2402,intrinsic_only,仅好奇心,321,200,4,C8,0,8.0,7.0,4.461061000823974,7,0,1,right,8.0,7.0,1.0,progress,1,0,0,0,0.6326926946640012,0.0,-1.0,0.6326926946640012,0.6326926946640012,1.0,0.0,0.0,1,1
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,1,4,3,left,6.0,5.0,1.0,progress,1,0,0,0,0.726541996002197,0.0,-1.0,0.726541996002197,0.726541996002197,1.0,0.0,0.0,1,1
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,2,3,4,right,5.0,6.0,-1.0,regress,0,1,0,0,0.07230800390243508,0.0,-1.0,0.07230800390243508,0.07230800390243508,1.0,0.0,0.0,1,0
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,3,4,3,left,6.0,5.0,1.0,progress,1,0,0,0,0.54094922542572,0.0,-1.0,0.54094922542572,0.54094922542572,1.0,0.0,0.0,1,0
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,4,3,4,right,5.0,6.0,-1.0,regress,0,1,0,0,0.025837540626525657,0.0,-1.0,0.025837540626525657,0.025837540626525657,1.0,0.0,0.0,1,0
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,5,4,3,left,6.0,5.0,1.0,progress,1,0,0,0,0.5318574309349058,0.0,-1.0,0.5318574309349058,0.5318574309349058,1.0,0.0,0.0,1,0
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,6,3,4,right,5.0,6.0,-1.0,regress,0,1,0,0,0.02032738924026467,0.0,-1.0,0.02032738924026467,0.02032738924026467,1.0,0.0,0.0,1,0
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,7,4,3,left,6.0,5.0,1.0,progress,1,0,0,0,0.5241007804870603,0.0,-1.0,0.5241007804870603,0.5241007804870603,1.0,0.0,0.0,1,0
2403,intrinsic_only,仅好奇心,321,200,8,C6,0,6.0,6.0,2.46039694547653,8,3,4,right,5.0,6.0,-1.0,regress,0,1,0,0,0.018474578857421653,0.0,-1.0,0.018474578857421653,0.018474578857421653,1.0,0.0,0.0,1,0
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,1,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.6330944299697874,0.0,-1.0,0.6330944299697874,0.6330944299697874,1.0,0.0,0.0,1,1
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,2,21,22,right,6.0,5.0,1.0,progress,1,0,0,0,0.8763922452926634,0.0,-1.0,0.8763922452926634,0.8763922452926634,1.0,0.0,0.0,1,1
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,3,22,21,left,5.0,6.0,-1.0,regress,0,1,0,0,0.8133335113525388,0.0,-1.0,0.8133335113525388,0.8133335113525388,1.0,0.0,0.0,1,1
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,4,21,20,left,6.0,7.0,-1.0,regress,0,1,0,0,0.8804757595062254,0.0,-1.0,0.8804757595062254,0.8804757595062254,1.0,0.0,0.0,1,1
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,5,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.36357772350311257,0.0,-1.0,0.36357772350311257,0.36357772350311257,1.0,0.0,0.0,1,0
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,6,21,20,left,6.0,7.0,-1.0,regress,0,1,0,0,0.8761055469512937,0.0,-1.0,0.8761055469512937,0.8761055469512937,1.0,0.0,0.0,1,1
2404,intrinsic_only,仅好奇心,321,200,10,C7,0,7.0,6.0,4.795193016529082,7,20,21,right,7.0,6.0,1.0,progress,1,0,0,0,0.35221379995346047,0.0,-1.0,0.35221379995346047,0.35221379995346047,1.0,0.0,0.0,1,0
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,1,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.8068222999572752,0.0,-1.0,0.8068222999572752,0.8068222999572752,1.0,0.0,0.0,1,1
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,2,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.5615015029907224,0.0,-1.0,0.5615015029907224,0.5615015029907224,1.0,0.0,0.0,1,0
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,3,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.6789894104003904,0.0,-1.0,0.6789894104003904,0.6789894104003904,1.0,0.0,0.0,1,1
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,4,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.5387599468231199,0.0,-1.0,0.5387599468231199,0.5387599468231199,1.0,0.0,0.0,1,0
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,5,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.6763763427734373,0.0,-1.0,0.6763763427734373,0.6763763427734373,1.0,0.0,0.0,1,1
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,6,23,22,left,7.0,6.0,1.0,progress,1,0,0,0,0.5363903641700742,0.0,-1.0,0.5363903641700742,0.5363903641700742,1.0,0.0,0.0,1,0
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,7,22,23,right,6.0,7.0,-1.0,regress,0,1,0,0,0.45747113227844216,0.0,-1.0,0.45747113227844216,0.45747113227844216,1.0,0.0,0.0,1,0
2405,intrinsic_only,仅好奇心,321,200,12,C8,0,8.0,8.0,4.787788450717924,8,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.5314774513244627,0.0,-1.0,0.5314774513244627,0.5314774513244627,1.0,0.0,0.0,1,0
2406,intrinsic_only,仅好奇心,321,205,1,C8,0,8.0,5.0,2.937748372554778,1,24,23,left,8.0,7.0,1.0,progress,1,0,0,0,0.7180808186531065,0.0,-1.0,0.7180808186531065,0.7180808186531065,1.0,0.0,0.0,1,1
2406,intrinsic_only,仅好奇心,321,205,1,C8,0,8.0,5.0,2.937748372554778,2,23,24,right,7.0,8.0,-1.0,regress,0,1,0,0,0.3175051212310789,0.0,-1.0,0.3175051212310789,0.3175051212310789,1.0,0.0,0.0,1,0
