method,seed,episode_points,late_C8_success_rate,late_C8_final_distance,late_progress_step_ratio,late_regress_step_ratio,late_C8_external_sum,late_C8_intrinsic_gated_sum,late_C8_pbrs_sum,late_C8_total_reward
proposed_linear_gate_pbrs,42,454,0.378212342295533,1.2376469380370918,0.7108912948108205,0.28910029546754135,-1.4915258465317693,2.7646108783325523,0.11055467810153387,1.3836397099023168
proposed_linear_gate_pbrs,123,455,0.4612187594993983,0.9202997138690989,0.7195886016006345,0.28041139839936524,-1.4469109786075498,2.765575098603111,0.11410160129696031,1.4327657212925222
proposed_linear_gate_pbrs,321,453,0.49912388328063045,0.7443069611228341,0.72556754653294,0.2744324534670599,-0.9862246368057942,2.7724287933388188,0.11602948872796535,1.90223364526099
proposed_linear_gate_pbrs,-1,1362,0.44618499502518727,0.9674178710096749,0.718682480981465,0.28131471577798883,-1.3082204873150378,2.767538256758161,0.11356192270881986,1.572879692151943
