distance,success_rate,success_rate_std,gate_weight,gate_weight_std,pbrs_bonus_sum,pbrs_bonus_sum_std,final_dist,final_dist_std
4,0.21247576484794406,0.0016318397281668451,0.7933450214279544,0.005599076016796291,0.03429444064238643,0.0002511517681842161,2.379865718873937,0.06268848426715048
5,0.25756709475467116,0.008671374350442542,0.7445500934421488,0.005482454203539041,0.05258679079472948,0.0009244998705927344,2.0369346452193575,0.09229425838608074
6,0.37788797309301964,0.02452364815296613,0.7017789596668466,0.006705212091149782,0.07405467750136731,0.0014996360664583084,1.443453137537755,0.16727585499035483
7,0.450484255353004,0.05209680546876602,0.6856904382496084,0.004787512439815852,0.09490727666269146,0.002173791820723129,1.0395158922125518,0.21169029471020798
8,0.45314603644275414,0.061844811807923825,0.685520382197196,0.002065591862054107,0.11370576335174791,0.0026946018988995295,0.9550236330716436,0.24227681794319925
