method,method_label,value,run_name,checkpoint_name,run_progress,episode,time_step,n_modality,c8_success_mean,c8_success_std,c8_success_max,c8_sg_mean,c8_sg_min,c8_closeness_mean,c8_closeness_max,mmgag_aerial,mmgag_ground,mmgag_text,c8_success_envelope,c8_closeness_envelope,c8_sg_best_so_far
linear_gate_no_pbrs,线性门控，无PBRS,linear_0.405_no_pb,linear_0405_no_pb_g1_p0_e1_v1_seed321_t480k,geoexplorer_200.pt,0.4474729166666666,200.0,214787.0,3,0.699290780141844,0.07238213232438621,0.7531914893617021,0.9418439716312057,0.7914893617021277,0.8822695035460993,0.901063829787234,0.7531914893617021,0.7276595744680852,0.6170212765957447,0.699290780141844,0.8822695035460993,0.9418439716312057
linear_gate_no_pbrs,线性门控，无PBRS,linear_0.405_no_pb,linear_0405_no_pb_g1_p0_e1_v1_seed321_t480k,geoexplorer_250.pt,0.5568,250.0,267264.0,3,0.7404255319148936,0.03323510500385814,0.7617021276595745,0.7063829787234043,0.6382978723404256,0.9117021276595745,0.9202127659574468,0.7617021276595745,0.7574468085106383,0.7021276595744681,0.7404255319148936,0.9117021276595745,0.7063829787234043
linear_gate_no_pbrs,线性门控，无PBRS,linear_0.405_no_pb,linear_0405_no_pb_g1_p0_e1_v1_seed321_t480k,geoexplorer_300.pt,0.6664958333333333,300.0,319918.0,3,0.8156028368794326,0.05901459308571556,0.8808510638297873,0.5304964539007092,0.2893617021276595,0.9336879432624113,0.9638297872340426,0.8,0.8808510638297873,0.7659574468085106,0.8156028368794326,0.9336879432624113,0.5304964539007092
linear_gate_no_pbrs,线性门控，无PBRS,linear_0.405_no_pb,linear_0405_no_pb_g1_p0_e1_v1_seed321_t480k,geoexplorer_350.pt,0.77579375,350.0,372381.0,3,0.7290780141843971,0.0713744432647326,0.774468085106383,0.754609929078014,0.5872340425531914,0.9056737588652483,0.926595744680851,0.7659574468085106,0.774468085106383,0.6468085106382979,0.8156028368794326,0.9336879432624113,0.5304964539007092
linear_gate_no_pbrs,线性门控，无PBRS,linear_0.405_no_pb,linear_0405_no_pb_g1_p0_e1_v1_seed321_t480k,geoexplorer_400.pt,0.8852895833333333,400.0,424939.0,3,0.8141843971631205,0.044697734061244616,0.8595744680851064,0.46808510638297873,0.3659574468085106,0.9414893617021276,0.9542553191489361,0.8127659574468085,0.8595744680851064,0.7702127659574468,0.8156028368794326,0.9414893617021276,0.46808510638297873
linear_gate_no_pbrs,线性门控，无PBRS,linear_0.405_no_pb,linear_0405_no_pb_g1_p0_e1_v1_seed321_t480k,geoexplorer_450.pt,0.99439375,450.0,477309.0,3,0.8411347517730497,0.017716306378435197,0.8553191489361702,0.4652482269503546,0.4340425531914894,0.9418439716312057,0.9457446808510638,0.8553191489361702,0.8468085106382979,0.8212765957446808,0.8411347517730497,0.9418439716312057,0.4652482269503546
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_0.pt,0.0022708333333333,0.0,1090.0,3,0.09645390070921979,0.006500107368731691,0.102127659574468,4.504964539007092,4.357446808510638,0.4368794326241135,0.4553191489361702,0.102127659574468,0.0893617021276595,0.0978723404255319,0.09645390070921979,0.4368794326241135,4.504964539007092
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_50.pt,0.1156,50.0,55488.0,3,0.026950354609929002,0.00885815318921759,0.0340425531914893,3.602836879432624,3.548936170212766,0.5496453900709221,0.5563829787234043,0.0340425531914893,0.0297872340425531,0.0170212765957446,0.09645390070921979,0.5496453900709221,3.602836879432624
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_100.pt,0.227525,100.0,109212.0,3,0.15744680851063822,0.030685542769906305,0.1914893617021276,2.550354609929078,2.5106382978723403,0.6812056737588653,0.6861702127659575,0.1914893617021276,0.1319148936170212,0.1489361702127659,0.15744680851063822,0.6812056737588653,2.550354609929078
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_150.pt,0.33888125,150.0,162663.0,3,0.5829787234042553,0.033235105003858054,0.6042553191489362,1.3078014184397162,1.1914893617021276,0.8365248226950355,0.851063829787234,0.6042553191489362,0.6,0.5446808510638298,0.5829787234042553,0.8365248226950355,1.3078014184397162
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_200.pt,0.44916666666666655,200.0,215600.0,3,0.6553191489361702,0.03685214484189098,0.676595744680851,1.0780141843971631,1.0382978723404257,0.8652482269503546,0.8702127659574468,0.676595744680851,0.676595744680851,0.6127659574468085,0.6553191489361702,0.8652482269503546,1.0780141843971631
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_250.pt,0.5588166666666666,250.0,268232.0,3,0.6709219858156028,0.05200085894985352,0.7276595744680852,1.0212765957446808,0.8765957446808511,0.8723404255319149,0.8904255319148936,0.7276595744680852,0.6595744680851063,0.625531914893617,0.6709219858156028,0.8723404255319149,1.0212765957446808
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_300.pt,0.6686375,300.0,320946.0,3,0.7574468085106383,0.06002866374325906,0.8127659574468085,0.7205673758865249,0.6042553191489362,0.9099290780141844,0.924468085106383,0.8127659574468085,0.7659574468085106,0.6936170212765957,0.7574468085106383,0.9099290780141844,0.7205673758865249
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_350.pt,0.7779416666666666,350.0,373412.0,3,0.7843971631205674,0.05200085894985344,0.8297872340425532,0.5929078014184397,0.4340425531914894,0.925886524822695,0.9457446808510638,0.8297872340425532,0.7957446808510639,0.7276595744680852,0.7843971631205674,0.925886524822695,0.5929078014184397
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_400.pt,0.8871833333333333,400.0,425848.0,3,0.7687943262411348,0.05252059172077619,0.8127659574468085,0.6609929078014184,0.5191489361702127,0.9173758865248227,0.9351063829787234,0.8127659574468085,0.7829787234042553,0.7106382978723405,0.7843971631205674,0.925886524822695,0.5929078014184397
proposed_linear_gate_pbrs,本文方法：线性门控+PBRS,linear_0.405_pb,linear_0405_pb_g1_p1_e1_v1_seed321_t480k,geoexplorer_450.pt,0.9960708333333331,450.0,478114.0,3,0.9262411347517729,0.004913619312252141,0.9319148936170212,0.22695035460992907,0.2127659574468085,0.9716312056737588,0.973404255319149,0.9319148936170212,0.9234042553191488,0.9234042553191488,0.9262411347517729,0.9716312056737588,0.22695035460992907
