method,episode,run_progress,time_step,modality_count,c8_success,worst_modality_sr,best_modality_sr,c8_residual_distance,worst_residual_distance,c8_closeness,c8_success_envelope,worst_modality_sr_envelope,c8_closeness_envelope,c8_residual_envelope
constant_gate_pbrs,300,0.6680458333333333,320662.0,3,0.5659574468085107,0.5404255319148936,0.5829787234042553,1.4354609929078013,1.5148936170212766,0.8205673758865248,0.700709219858156,0.6638297872340425,0.8833333333333333,0.9333333333333332
constant_gate_pbrs,310,0.6897770833333333,331093.0,3,0.6156028368794327,0.5531914893617021,0.676595744680851,1.123404255319149,1.2936170212765958,0.8595744680851064,0.700709219858156,0.6638297872340425,0.8833333333333333,0.9333333333333332
constant_gate_pbrs,320,0.7118458333333333,341686.0,3,0.7446808510638299,0.6936170212765957,0.774468085106383,0.7829787234042552,0.9361702127659576,0.902127659574468,0.7446808510638299,0.6936170212765957,0.902127659574468,0.7829787234042552
constant_gate_pbrs,330,0.7333854166666667,352025.0,3,0.775886524822695,0.7617021276595745,0.7829787234042553,0.7092198581560284,0.723404255319149,0.9113475177304965,0.775886524822695,0.7617021276595745,0.9113475177304965,0.7092198581560284
constant_gate_pbrs,340,0.7552416666666667,362516.0,3,0.7134751773049647,0.6851063829787234,0.7489361702127659,0.8368794326241136,0.9276595744680852,0.8953900709219857,0.775886524822695,0.7617021276595745,0.9113475177304965,0.7092198581560284
constant_gate_pbrs,350,0.7774291666666665,373166.0,3,0.7602836879432623,0.7361702127659574,0.774468085106383,0.75177304964539,0.8340425531914893,0.9060283687943262,0.775886524822695,0.7617021276595745,0.9113475177304965,0.7092198581560284
constant_gate_pbrs,360,0.7993,383664.0,3,0.7929078014184396,0.7574468085106383,0.8170212765957446,0.6666666666666666,0.7489361702127659,0.9166666666666666,0.7929078014184396,0.7617021276595745,0.9166666666666666,0.6666666666666666
constant_gate_pbrs,370,0.8214958333333332,394318.0,3,0.824113475177305,0.8,0.8468085106382979,0.5390070921985816,0.5702127659574469,0.9326241134751773,0.824113475177305,0.8,0.9326241134751773,0.5390070921985816
constant_gate_pbrs,380,0.8433395833333334,404803.0,3,0.8453900709219858,0.825531914893617,0.8595744680851064,0.5049645390070922,0.5787234042553191,0.9368794326241134,0.8453900709219858,0.825531914893617,0.9368794326241134,0.5049645390070922
constant_gate_pbrs,390,0.8652812500000001,415335.0,3,0.8397163120567376,0.7872340425531915,0.8765957446808511,0.4879432624113475,0.6723404255319149,0.9390070921985816,0.8453900709219858,0.825531914893617,0.9390070921985816,0.4879432624113475
constant_gate_pbrs,400,0.88715,425832.0,3,0.8581560283687942,0.8,0.8978723404255319,0.4312056737588652,0.6127659574468085,0.9460992907801419,0.8581560283687942,0.825531914893617,0.9460992907801419,0.4312056737588652
constant_gate_pbrs,410,0.9088208333333331,436234.0,3,0.8553191489361702,0.8297872340425532,0.8765957446808511,0.4113475177304964,0.5106382978723404,0.948581560283688,0.8581560283687942,0.8297872340425532,0.948581560283688,0.4113475177304964
constant_gate_pbrs,420,0.9308729166666668,446819.0,3,0.851063829787234,0.8127659574468085,0.8851063829787233,0.4085106382978723,0.5276595744680851,0.948936170212766,0.8581560283687942,0.8297872340425532,0.948936170212766,0.4085106382978723
constant_gate_pbrs,430,0.9522833333333334,457096.0,3,0.8581560283687942,0.8170212765957446,0.8851063829787233,0.44822695035460985,0.5361702127659574,0.9439716312056737,0.8581560283687942,0.8297872340425532,0.948936170212766,0.4085106382978723
constant_gate_pbrs,440,0.9742395833333334,467635.0,3,0.846808510638298,0.8297872340425532,0.8680851063829788,0.4709219858156028,0.5361702127659574,0.9411347517730496,0.8581560283687942,0.8297872340425532,0.948936170212766,0.4085106382978723
constant_gate_pbrs,450,0.99589375,478029.0,3,0.8439716312056738,0.8085106382978723,0.8808510638297873,0.5333333333333333,0.6893617021276596,0.9333333333333333,0.8581560283687942,0.8297872340425532,0.948936170212766,0.4085106382978723
external_pbrs,0,0.0022708333333333,1090.0,3,0.12482269503546091,0.102127659574468,0.1361702127659574,4.51063829787234,4.723404255319149,0.43617021276595747,0.12482269503546091,0.102127659574468,0.43617021276595747,4.51063829787234
external_pbrs,10,0.0253229166666666,12155.0,3,0.13191489361702122,0.1276595744680851,0.1361702127659574,3.7361702127659573,3.821276595744681,0.5329787234042553,0.13191489361702122,0.1276595744680851,0.5329787234042553,3.7361702127659573
external_pbrs,20,0.0481395833333333,23107.0,3,0.07092198581560276,0.0680851063829787,0.0723404255319148,3.7276595744680847,3.8638297872340415,0.5340425531914894,0.13191489361702122,0.1276595744680851,0.5340425531914894,3.7276595744680847
external_pbrs,30,0.07038125,33783.0,3,0.16170212765957445,0.1446808510638297,0.1702127659574468,3.7446808510638303,3.770212765957447,0.5319148936170213,0.16170212765957445,0.1446808510638297,0.5340425531914894,3.7276595744680847
external_pbrs,40,0.09292291666666659,44603.0,3,0.1673758865248227,0.1404255319148936,0.1829787234042553,3.3134751773049644,3.4382978723404256,0.5858156028368795,0.1673758865248227,0.1446808510638297,0.5858156028368795,3.3134751773049644
external_pbrs,50,0.11531458333333329,55351.0,3,0.16170212765957442,0.1531914893617021,0.1659574468085106,3.452482269503546,3.574468085106383,0.5684397163120567,0.1673758865248227,0.1531914893617021,0.5858156028368795,3.3134751773049644
external_pbrs,60,0.1375375,66018.0,3,0.25390070921985813,0.2425531914893617,0.2723404255319149,3.1829787234042555,3.293617021276596,0.602127659574468,0.25390070921985813,0.2425531914893617,0.602127659574468,3.1829787234042555
external_pbrs,70,0.1597791666666666,76694.0,3,0.20425531914893613,0.1787234042553191,0.251063829787234,2.782978723404255,2.868085106382978,0.652127659574468,0.25390070921985813,0.2425531914893617,0.652127659574468,2.782978723404255
external_pbrs,80,0.18200208333333326,87361.0,3,0.14042553191489357,0.1063829787234042,0.1872340425531914,2.785815602836879,2.927659574468085,0.6517730496453902,0.25390070921985813,0.2425531914893617,0.652127659574468,2.782978723404255
external_pbrs,90,0.20423541666666659,98033.0,3,0.16312056737588645,0.1446808510638297,0.1829787234042553,2.632624113475177,2.706382978723404,0.6709219858156028,0.25390070921985813,0.2425531914893617,0.6709219858156028,2.632624113475177
external_pbrs,100,0.2266145833333333,108775.0,3,0.17872340425531916,0.1574468085106383,0.2212765957446808,2.3659574468085105,2.4851063829787234,0.7042553191489362,0.25390070921985813,0.2425531914893617,0.7042553191489362,2.3659574468085105
external_pbrs,110,0.2486791666666666,119366.0,3,0.3063829787234042,0.2978723404255319,0.3106382978723404,2.2524822695035462,2.272340425531915,0.7184397163120567,0.3063829787234042,0.2978723404255319,0.7184397163120567,2.2524822695035462
external_pbrs,120,0.2708645833333333,130015.0,3,0.300709219858156,0.2851063829787234,0.3106382978723404,2.104964539007092,2.1617021276595745,0.7368794326241135,0.3063829787234042,0.2978723404255319,0.7368794326241135,2.104964539007092
external_pbrs,130,0.2927229166666666,140507.0,3,0.3304964539007092,0.3106382978723404,0.3404255319148936,2.045390070921986,2.119148936170213,0.7443262411347518,0.3304964539007092,0.3106382978723404,0.7443262411347518,2.045390070921986
external_pbrs,140,0.3150708333333333,151234.0,3,0.45531914893617015,0.4553191489361702,0.4553191489361702,1.7304964539007093,1.7872340425531914,0.7836879432624113,0.45531914893617015,0.4553191489361702,0.7836879432624113,1.7304964539007093
external_pbrs,150,0.337375,161940.0,3,0.5446808510638298,0.5276595744680851,0.5702127659574469,1.3957446808510638,1.497872340425532,0.825531914893617,0.5446808510638298,0.5276595744680851,0.825531914893617,1.3957446808510638
external_pbrs,160,0.3595083333333333,172564.0,3,0.5333333333333333,0.5063829787234042,0.5702127659574469,1.5914893617021277,1.668085106382979,0.801063829787234,0.5446808510638298,0.5276595744680851,0.825531914893617,1.3957446808510638
external_pbrs,170,0.3816583333333334,183196.0,3,0.69645390070922,0.6510638297872341,0.7276595744680852,0.9304964539007092,1.0297872340425531,0.8836879432624114,0.69645390070922,0.6510638297872341,0.8836879432624114,0.9304964539007092
external_pbrs,180,0.4033541666666667,193610.0,3,0.676595744680851,0.6510638297872341,0.7021276595744681,1.1574468085106384,1.2595744680851064,0.8553191489361702,0.69645390070922,0.6510638297872341,0.8836879432624114,0.9304964539007092
external_pbrs,190,0.42560416666666673,204290.0,3,0.6893617021276596,0.6297872340425532,0.7361702127659574,0.9361702127659575,1.1063829787234043,0.8829787234042553,0.69645390070922,0.6510638297872341,0.8836879432624114,0.9304964539007092
external_pbrs,200,0.4476458333333333,214870.0,3,0.7035460992907802,0.6723404255319149,0.7361702127659574,0.8709219858156029,0.9276595744680852,0.8911347517730497,0.7035460992907802,0.6723404255319149,0.8911347517730497,0.8709219858156029
external_pbrs,210,0.4692395833333333,225235.0,3,0.6567375886524823,0.625531914893617,0.6936170212765957,0.9304964539007092,0.9872340425531916,0.8836879432624114,0.7035460992907802,0.6723404255319149,0.8911347517730497,0.8709219858156029
external_pbrs,220,0.49137291666666655,235859.0,3,0.7148936170212766,0.6723404255319149,0.7574468085106383,0.9304964539007092,1.0297872340425531,0.8836879432624114,0.7148936170212766,0.6723404255319149,0.8911347517730497,0.8709219858156029
external_pbrs,230,0.5135020833333334,246481.0,3,0.7872340425531915,0.7404255319148936,0.8297872340425532,0.6609929078014185,0.7829787234042553,0.9173758865248227,0.7872340425531915,0.7404255319148936,0.9173758865248227,0.6609929078014185
external_pbrs,240,0.5351541666666667,256874.0,3,0.7049645390070922,0.6638297872340425,0.7361702127659574,0.9219858156028368,0.9957446808510638,0.8847517730496454,0.7872340425531915,0.7404255319148936,0.9173758865248227,0.6609929078014185
external_pbrs,250,0.5574291666666666,267566.0,3,0.7886524822695037,0.7659574468085106,0.8212765957446808,0.652482269503546,0.7319148936170212,0.9184397163120568,0.7886524822695037,0.7659574468085106,0.9184397163120568,0.652482269503546
external_pbrs,260,0.5792333333333334,278032.0,3,0.7333333333333334,0.723404255319149,0.7489361702127659,0.8595744680851064,0.902127659574468,0.8925531914893617,0.7886524822695037,0.7659574468085106,0.9184397163120568,0.652482269503546
external_pbrs,270,0.6012958333333334,288622.0,3,0.75177304964539,0.7446808510638298,0.7574468085106383,0.7290780141843971,0.7489361702127659,0.9088652482269504,0.7886524822695037,0.7659574468085106,0.9184397163120568,0.652482269503546
external_pbrs,280,0.6228875,298986.0,3,0.6652482269503546,0.6510638297872341,0.6808510638297872,1.097872340425532,1.2,0.8627659574468085,0.7886524822695037,0.7659574468085106,0.9184397163120568,0.652482269503546
external_pbrs,290,0.6450708333333334,309634.0,3,0.8226950354609929,0.7702127659574468,0.8723404255319149,0.5617021276595745,0.723404255319149,0.9297872340425531,0.8226950354609929,0.7702127659574468,0.9297872340425531,0.5617021276595745
external_pbrs,300,0.6668229166666667,320075.0,3,0.7574468085106383,0.723404255319149,0.7957446808510639,0.7631205673758865,0.9191489361702128,0.9046099290780142,0.8226950354609929,0.7702127659574468,0.9297872340425531,0.5617021276595745
external_pbrs,310,0.6885979166666667,330527.0,3,0.7148936170212766,0.7063829787234043,0.7319148936170212,0.975886524822695,1.0638297872340423,0.8780141843971632,0.8226950354609929,0.7702127659574468,0.9297872340425531,0.5617021276595745
external_pbrs,320,0.7106958333333333,341134.0,3,0.8212765957446809,0.7957446808510639,0.8680851063829788,0.5617021276595745,0.6468085106382979,0.9297872340425531,0.8226950354609929,0.7957446808510639,0.9297872340425531,0.5617021276595745
external_pbrs,330,0.7326375,351666.0,3,0.723404255319149,0.6978723404255319,0.7659574468085106,0.899290780141844,0.9872340425531916,0.8875886524822695,0.8226950354609929,0.7957446808510639,0.9297872340425531,0.5617021276595745
external_pbrs,340,0.7545395833333334,362179.0,3,0.7432624113475178,0.7106382978723405,0.7787234042553192,0.8028368794326242,0.9787234042553192,0.899645390070922,0.8226950354609929,0.7957446808510639,0.9297872340425531,0.5617021276595745
external_pbrs,350,0.7767479166666668,372839.0,3,0.7390070921985815,0.7106382978723405,0.7531914893617021,0.8368794326241135,0.902127659574468,0.8953900709219859,0.8226950354609929,0.7957446808510639,0.9297872340425531,0.5617021276595745
external_pbrs,360,0.7986708333333333,383362.0,3,0.7929078014184396,0.7489361702127659,0.8212765957446808,0.6439716312056737,0.7574468085106383,0.9195035460992907,0.8226950354609929,0.7957446808510639,0.9297872340425531,0.5617021276595745
external_pbrs,370,0.8208854166666667,394025.0,3,0.826950354609929,0.8085106382978723,0.8638297872340426,0.5702127659574469,0.6297872340425532,0.9287234042553192,0.826950354609929,0.8085106382978723,0.9297872340425531,0.5617021276595745
external_pbrs,380,0.8427604166666667,404525.0,3,0.825531914893617,0.8127659574468085,0.8425531914893617,0.6156028368794327,0.6808510638297872,0.923049645390071,0.826950354609929,0.8127659574468085,0.9297872340425531,0.5617021276595745
external_pbrs,390,0.86460625,415011.0,3,0.851063829787234,0.7787234042553192,0.902127659574468,0.4539007092198581,0.6638297872340425,0.9432624113475178,0.851063829787234,0.8127659574468085,0.9432624113475178,0.4539007092198581
external_pbrs,400,0.8865270833333333,425533.0,3,0.8368794326241135,0.7617021276595745,0.8893617021276595,0.46524822695035456,0.6893617021276596,0.9418439716312057,0.851063829787234,0.8127659574468085,0.9432624113475178,0.4539007092198581
external_pbrs,410,0.9084041666666668,436034.0,3,0.8212765957446808,0.7617021276595745,0.8723404255319149,0.5361702127659574,0.6893617021276596,0.9329787234042554,0.851063829787234,0.8127659574468085,0.9432624113475178,0.4539007092198581
external_pbrs,420,0.9303270833333334,446557.0,3,0.8085106382978724,0.7574468085106383,0.8680851063829788,0.5985815602836879,0.7574468085106383,0.925177304964539,0.851063829787234,0.8127659574468085,0.9432624113475178,0.4539007092198581
external_pbrs,430,0.9517145833333333,456823.0,3,0.852482269503546,0.8170212765957446,0.8808510638297873,0.48226950354609927,0.5702127659574469,0.9397163120567376,0.852482269503546,0.8170212765957446,0.9432624113475178,0.4539007092198581
external_pbrs,440,0.9736270833333333,467341.0,3,0.873758865248227,0.8425531914893617,0.8978723404255319,0.3744680851063829,0.425531914893617,0.9531914893617022,0.873758865248227,0.8425531914893617,0.9531914893617022,0.3744680851063829
external_pbrs,450,0.9953583333333332,477772.0,3,0.8723404255319149,0.8382978723404255,0.902127659574468,0.4170212765957446,0.5106382978723404,0.9478723404255319,0.873758865248227,0.8425531914893617,0.9531914893617022,0.3744680851063829
linear_gate_no_pbrs,0,0.0022708333333333,1090.0,3,0.09645390070921979,0.0893617021276595,0.102127659574468,4.507801418439716,4.76595744680851,0.43652482269503545,0.09645390070921979,0.0893617021276595,0.43652482269503545,4.507801418439716
linear_gate_no_pbrs,10,0.0252458333333333,12118.0,3,0.14468085106382975,0.1191489361702127,0.1617021276595744,3.5687943262411346,3.5829787234042554,0.5539007092198582,0.14468085106382975,0.1191489361702127,0.5539007092198582,3.5687943262411346
linear_gate_no_pbrs,20,0.047879166666666605,22982.0,3,0.019858156028368767,0.0085106382978723,0.0382978723404255,3.6368794326241134,3.770212765957447,0.5453900709219859,0.14468085106382975,0.1191489361702127,0.5539007092198582,3.5687943262411346
linear_gate_no_pbrs,30,0.0703166666666666,33752.0,3,0.07517730496453896,0.0680851063829787,0.0808510638297872,3.409929078014185,3.4553191489361703,0.5737588652482268,0.14468085106382975,0.1191489361702127,0.5737588652482268,3.409929078014185
linear_gate_no_pbrs,40,0.0928166666666666,44552.0,3,0.014184397163120532,0.0,0.025531914893617,3.5517730496453903,3.625531914893617,0.5560283687943262,0.14468085106382975,0.1191489361702127,0.5737588652482268,3.409929078014185
linear_gate_no_pbrs,50,0.1152395833333333,55315.0,3,0.076595744680851,0.0595744680851063,0.0893617021276595,3.253900709219858,3.3191489361702127,0.5932624113475178,0.14468085106382975,0.1191489361702127,0.5932624113475178,3.253900709219858
linear_gate_no_pbrs,60,0.1375458333333333,66022.0,3,0.10496453900709217,0.0851063829787234,0.1234042553191489,2.9900709219858164,3.0042553191489363,0.6262411347517729,0.14468085106382975,0.1191489361702127,0.6262411347517729,2.9900709219858164
linear_gate_no_pbrs,70,0.1597,76656.0,3,0.16453900709219857,0.1574468085106383,0.1787234042553191,2.825531914893617,2.9106382978723406,0.6468085106382979,0.16453900709219857,0.1574468085106383,0.6468085106382979,2.825531914893617
linear_gate_no_pbrs,80,0.18199583333333327,87358.0,3,0.3106382978723404,0.2851063829787234,0.3361702127659574,2.181560283687943,2.272340425531915,0.7273049645390071,0.3106382978723404,0.2851063829787234,0.7273049645390071,2.181560283687943
linear_gate_no_pbrs,90,0.2041708333333333,98002.0,3,0.40851063829787226,0.3744680851063829,0.4553191489361702,1.7304964539007093,1.8297872340425527,0.7836879432624113,0.40851063829787226,0.3744680851063829,0.7836879432624113,1.7304964539007093
linear_gate_no_pbrs,100,0.2265541666666666,108746.0,3,0.6085106382978723,0.5914893617021276,0.6297872340425532,1.2879432624113474,1.3787234042553191,0.8390070921985816,0.6085106382978723,0.5914893617021276,0.8390070921985816,1.2879432624113474
linear_gate_no_pbrs,110,0.2485729166666666,119315.0,3,0.5829787234042553,0.5361702127659574,0.6085106382978723,1.3815602836879435,1.574468085106383,0.827304964539007,0.6085106382978723,0.5914893617021276,0.8390070921985816,1.2879432624113474
linear_gate_no_pbrs,120,0.2709270833333333,130045.0,3,0.3957446808510638,0.3872340425531915,0.4042553191489361,1.8212765957446806,1.8382978723404253,0.772340425531915,0.6085106382978723,0.5914893617021276,0.8390070921985816,1.2879432624113474
linear_gate_no_pbrs,130,0.2929958333333333,140638.0,3,0.5177304964539007,0.4978723404255319,0.5319148936170213,1.421276595744681,1.4638297872340424,0.8223404255319149,0.6085106382978723,0.5914893617021276,0.8390070921985816,1.2879432624113474
linear_gate_no_pbrs,140,0.3150625,151230.0,3,0.3418439716312056,0.3234042553191489,0.3531914893617021,2.0170212765957447,2.119148936170213,0.7478723404255319,0.6085106382978723,0.5914893617021276,0.8390070921985816,1.2879432624113474
linear_gate_no_pbrs,150,0.3371958333333333,161854.0,3,0.375886524822695,0.3489361702127659,0.4042553191489361,1.8553191489361704,1.9829787234042555,0.7680851063829787,0.6085106382978723,0.5914893617021276,0.8390070921985816,1.2879432624113474
linear_gate_no_pbrs,160,0.3594395833333333,172531.0,3,0.5730496453900709,0.5361702127659574,0.5914893617021276,1.276595744680851,1.4297872340425533,0.8404255319148937,0.6085106382978723,0.5914893617021276,0.8404255319148937,1.276595744680851
linear_gate_no_pbrs,170,0.3814645833333333,183103.0,3,0.5531914893617021,0.5446808510638298,0.5702127659574469,1.3475177304964536,1.3957446808510638,0.8315602836879433,0.6085106382978723,0.5914893617021276,0.8404255319148937,1.276595744680851
linear_gate_no_pbrs,180,0.4031583333333333,193516.0,3,0.5078014184397163,0.4978723404255319,0.5191489361702127,1.3617021276595744,1.4127659574468086,0.8297872340425532,0.6085106382978723,0.5914893617021276,0.8404255319148937,1.276595744680851
linear_gate_no_pbrs,190,0.42538125,204183.0,3,0.5687943262411347,0.5148936170212766,0.625531914893617,1.273758865248227,1.4808510638297872,0.8407801418439717,0.6085106382978723,0.5914893617021276,0.8407801418439717,1.273758865248227
linear_gate_no_pbrs,200,0.4474729166666666,214787.0,3,0.699290780141844,0.6170212765957447,0.7531914893617021,0.9418439716312057,1.225531914893617,0.8822695035460992,0.699290780141844,0.6170212765957447,0.8822695035460992,0.9418439716312057
linear_gate_no_pbrs,210,0.46913333333333335,225184.0,3,0.702127659574468,0.6127659574468085,0.7617021276595745,0.9361702127659575,1.251063829787234,0.8829787234042553,0.702127659574468,0.6170212765957447,0.8829787234042553,0.9361702127659575
linear_gate_no_pbrs,220,0.4909583333333332,235660.0,3,0.6907801418439717,0.625531914893617,0.7276595744680852,0.8851063829787235,1.123404255319149,0.8893617021276595,0.702127659574468,0.625531914893617,0.8893617021276595,0.8851063829787235
linear_gate_no_pbrs,230,0.5129479166666666,246215.0,3,0.7659574468085107,0.7191489361702128,0.7914893617021277,0.6241134751773049,0.7489361702127659,0.9219858156028369,0.7659574468085107,0.7191489361702128,0.9219858156028369,0.6241134751773049
linear_gate_no_pbrs,240,0.53466875,256641.0,3,0.7531914893617021,0.6851063829787234,0.8085106382978723,0.7063829787234043,0.8765957446808511,0.9117021276595745,0.7659574468085107,0.7191489361702128,0.9219858156028369,0.6241134751773049
linear_gate_no_pbrs,250,0.5568,267264.0,3,0.7404255319148936,0.7021276595744681,0.7617021276595745,0.7063829787234042,0.8,0.9117021276595745,0.7659574468085107,0.7191489361702128,0.9219858156028369,0.6241134751773049
linear_gate_no_pbrs,260,0.5787583333333334,277804.0,3,0.7191489361702127,0.6851063829787234,0.7489361702127659,0.6836879432624112,0.7659574468085106,0.9145390070921986,0.7659574468085107,0.7191489361702128,0.9219858156028369,0.6241134751773049
