method,dataset,distance,case_id,success,final_distance,path_length,optimal_steps,detour_steps,progress_ratio,monotonic_step_rate,regress_step_rate,immediate_backtrack_rate,revisit_rate,unique_coverage
GeoExplorer-anchor0624,swissviewmonuments,4,img000_d4_s08_g00_r0,False,6,10,4,6,-0.5,0.4,0.6,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img000_d6_s14_g00_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,8,img000_d8_s24_g00_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img001_d4_s21_g01_r0,False,6,10,4,6,-0.5,0.4,0.6,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img001_d6_s19_g01_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img002_d4_s14_g02_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,6,img002_d6_s20_g02_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img003_d4_s23_g03_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img003_d6_s21_g03_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img004_d4_s06_g04_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img004_d6_s10_g04_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,8,img004_d8_s20_g04_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img005_d4_s21_g05_r0,False,6,10,4,6,-0.5,0.4,0.6,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img005_d6_s19_g05_r0,True,0,10,6,4,1.0,0.8,0.2,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img006_d4_s20_g06_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,6,img006_d6_s24_g06_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img007_d4_s19_g07_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img008_d4_s24_g08_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img008_d6_s20_g08_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img009_d4_s23_g09_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img009_d6_s15_g09_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img010_d4_s18_g10_r0,False,6,10,4,6,-0.5,0.4,0.6,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,6,img010_d6_s24_g10_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img011_d4_s03_g11_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img012_d4_s04_g12_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img013_d4_s01_g13_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img014_d4_s10_g14_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img014_d6_s00_g14_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img015_d4_s01_g15_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img015_d6_s09_g15_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img016_d4_s14_g16_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img016_d6_s04_g16_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img017_d4_s09_g17_r0,False,4,10,4,6,0.0,0.5,0.5,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,4,img018_d4_s06_g18_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img018_d6_s00_g18_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img019_d4_s03_g19_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img019_d6_s01_g19_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img020_d4_s18_g20_r0,False,6,10,4,6,-0.5,0.4,0.6,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img020_d6_s02_g20_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,8,img020_d8_s04_g20_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img021_d4_s13_g21_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img021_d6_s03_g21_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img022_d4_s08_g22_r0,False,2,10,4,6,0.5,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,6,img022_d6_s00_g22_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img023_d4_s15_g23_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img023_d6_s01_g23_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img024_d4_s04_g24_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img024_d6_s02_g24_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,8,img024_d8_s00_g24_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img025_d4_s12_g00_r0,False,8,10,4,6,-1.0,0.3,0.7,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img025_d6_s14_g00_r0,True,0,8,6,2,1.0,0.875,0.125,0.14285714285714285,0.1111111111111111,0.8888888888888888
GeoExplorer-anchor0624,swissviewmonuments,8,img025_d8_s24_g00_r0,True,0,10,8,2,1.0,0.9,0.1,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img026_d4_s15_g01_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img026_d6_s19_g01_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,4,img027_d4_s10_g02_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img027_d6_s20_g02_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img028_d4_s11_g03_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img028_d6_s15_g03_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img029_d4_s24_g04_r0,False,2,10,4,6,0.5,0.6,0.4,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img029_d6_s22_g04_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,8,img029_d8_s20_g04_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img030_d4_s17_g05_r0,False,6,10,4,6,-0.5,0.4,0.6,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img030_d6_s19_g05_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,4,img031_d4_s20_g06_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img031_d6_s24_g06_r0,True,0,10,6,4,1.0,0.8,0.2,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img032_d4_s23_g07_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img033_d4_s00_g08_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,6,img033_d6_s20_g08_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img034_d4_s23_g09_r0,False,2,10,4,6,0.5,0.6,0.4,0.6666666666666666,0.5454545454545454,0.45454545454545453
GeoExplorer-anchor0624,swissviewmonuments,6,img034_d6_s15_g09_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img035_d4_s02_g10_r0,False,6,10,4,6,-0.5,0.4,0.6,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img035_d6_s04_g10_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img036_d4_s19_g11_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.45454545454545453,0.5454545454545454
GeoExplorer-anchor0624,swissviewmonuments,4,img037_d4_s24_g12_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img038_d4_s05_g13_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img039_d4_s06_g14_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img039_d6_s20_g14_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img040_d4_s23_g15_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img040_d6_s09_g15_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img041_d4_s14_g16_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img041_d6_s04_g16_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img042_d4_s05_g17_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img043_d4_s04_g18_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img043_d6_s00_g18_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img044_d4_s07_g19_r0,True,0,8,4,4,1.0,0.75,0.25,0.2857142857142857,0.2222222222222222,0.7777777777777778
GeoExplorer-anchor0624,swissviewmonuments,6,img044_d6_s01_g19_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img045_d4_s06_g20_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img045_d6_s08_g20_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,8,img045_d8_s04_g20_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img046_d4_s07_g21_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img046_d6_s09_g21_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img047_d4_s08_g22_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img047_d6_s00_g22_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img048_d4_s09_g23_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img048_d6_s01_g23_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img049_d4_s12_g24_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img049_d6_s06_g24_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,8,img049_d8_s00_g24_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img050_d4_s16_g00_r0,False,8,10,4,6,-1.0,0.3,0.7,0.5555555555555556,0.45454545454545453,0.5454545454545454
GeoExplorer-anchor0624,swissviewmonuments,6,img050_d6_s14_g00_r0,False,8,10,6,4,-0.3333333333333333,0.4,0.6,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,8,img050_d8_s24_g00_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img051_d4_s17_g01_r0,False,6,10,4,6,-0.5,0.4,0.6,0.4444444444444444,0.5454545454545454,0.45454545454545453
GeoExplorer-anchor0624,swissviewmonuments,6,img051_d6_s19_g01_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img052_d4_s14_g02_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img052_d6_s24_g02_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.5555555555555556,0.45454545454545453,0.5454545454545454
GeoExplorer-anchor0624,swissviewmonuments,4,img053_d4_s23_g03_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img053_d6_s15_g03_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img054_d4_s12_g04_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,6,img054_d6_s10_g04_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,8,img054_d8_s20_g04_r0,False,4,10,8,2,0.5,0.7,0.3,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,4,img055_d4_s21_g05_r0,False,6,10,4,6,-0.5,0.4,0.6,0.6666666666666666,0.5454545454545454,0.45454545454545453
GeoExplorer-anchor0624,swissviewmonuments,6,img055_d6_s19_g05_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.3333333333333333,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,4,img056_d4_s14_g06_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img056_d6_s24_g06_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img057_d4_s21_g07_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img058_d4_s16_g08_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img058_d6_s20_g08_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img059_d4_s05_g09_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img059_d6_s15_g09_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img060_d4_s08_g10_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img060_d6_s04_g10_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img061_d4_s09_g11_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img062_d4_s24_g12_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img063_d4_s05_g13_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img064_d4_s22_g14_r0,False,4,10,4,6,0.0,0.5,0.5,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,6,img064_d6_s00_g14_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img065_d4_s19_g15_r0,True,0,8,4,4,1.0,0.75,0.25,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img065_d6_s03_g15_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img066_d4_s02_g16_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,6,img066_d6_s04_g16_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img067_d4_s03_g17_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img068_d4_s04_g18_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img068_d6_s00_g18_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img069_d4_s21_g19_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img069_d6_s01_g19_r0,True,0,10,6,4,1.0,0.8,0.2,0.2222222222222222,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,4,img070_d4_s12_g20_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img070_d6_s08_g20_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,8,img070_d8_s04_g20_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img071_d4_s05_g21_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img071_d6_s03_g21_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img072_d4_s14_g22_r0,False,2,10,4,6,0.5,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,6,img072_d6_s00_g22_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img073_d4_s03_g23_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.18181818181818182,0.8181818181818182
GeoExplorer-anchor0624,swissviewmonuments,6,img073_d6_s05_g23_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img074_d4_s08_g24_r0,True,0,8,4,4,1.0,0.75,0.25,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,6,img074_d6_s10_g24_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,8,img074_d8_s00_g24_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img075_d4_s12_g00_r0,False,8,10,4,6,-1.0,0.3,0.7,0.2222222222222222,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img075_d6_s22_g00_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,8,img075_d8_s24_g00_r0,False,2,10,8,2,0.75,0.8,0.2,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,4,img076_d4_s09_g01_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img076_d6_s23_g01_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img077_d4_s22_g02_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,6,img077_d6_s24_g02_r0,True,0,10,6,4,1.0,0.8,0.2,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,4,img078_d4_s19_g03_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img078_d6_s15_g03_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img079_d4_s06_g04_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img079_d6_s16_g04_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.2222222222222222,0.36363636363636365,0.6363636363636364
GeoExplorer-anchor0624,swissviewmonuments,8,img079_d8_s20_g04_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img080_d4_s03_g05_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GeoExplorer-anchor0624,swissviewmonuments,6,img080_d6_s23_g05_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img081_d4_s04_g06_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GeoExplorer-anchor0624,swissviewmonuments,6,img081_d6_s24_g06_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GeoExplorer-anchor0624,swissviewmonuments,4,img082_d4_s15_g07_r0,False,4,10,4,6,0.0,0.5,0.5,0.0,0.0,1.0
