method,dataset,distance,case_id,success,final_distance,path_length,optimal_steps,detour_steps,progress_ratio,monotonic_step_rate,regress_step_rate,immediate_backtrack_rate,revisit_rate,unique_coverage
GOMAA-Geo,swissviewmonuments,4,img130_d4_s03_g05_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img130_d6_s19_g05_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img131_d4_s04_g06_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img131_d6_s24_g06_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img132_d4_s23_g07_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img133_d4_s24_g08_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img133_d6_s20_g08_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img134_d4_s23_g09_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img134_d6_s21_g09_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img135_d4_s22_g10_r0,True,0,10,4,6,1.0,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img135_d6_s24_g10_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img136_d4_s23_g11_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img137_d4_s24_g12_r0,False,2,10,4,6,0.5,0.6,0.4,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img138_d4_s01_g13_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img139_d4_s02_g14_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img139_d6_s20_g14_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img140_d4_s01_g15_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img140_d6_s09_g15_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img141_d4_s14_g16_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img141_d6_s04_g16_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img142_d4_s03_g17_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img143_d4_s10_g18_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img143_d6_s00_g18_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.5555555555555556,0.45454545454545453,0.5454545454545454
GOMAA-Geo,swissviewmonuments,4,img144_d4_s21_g19_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img144_d6_s05_g19_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.5555555555555556,0.45454545454545453,0.5454545454545454
GOMAA-Geo,swissviewmonuments,4,img145_d4_s24_g20_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img145_d6_s08_g20_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img145_d8_s04_g20_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img146_d4_s13_g21_r0,False,4,10,4,6,0.0,0.5,0.5,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img146_d6_s03_g21_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img147_d4_s14_g22_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img147_d6_s00_g22_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img148_d4_s07_g23_r0,False,2,10,4,6,0.5,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,6,img148_d6_s05_g23_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img149_d4_s12_g24_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img149_d6_s06_g24_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,8,img149_d8_s00_g24_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img150_d4_s08_g00_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img150_d6_s14_g00_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img150_d8_s24_g00_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img151_d4_s15_g01_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img151_d6_s23_g01_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img152_d4_s18_g02_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img152_d6_s24_g02_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.1111111111111111,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img153_d4_s11_g03_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img153_d6_s15_g03_r0,True,0,10,6,4,1.0,0.8,0.2,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,4,img154_d4_s06_g04_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img154_d6_s10_g04_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,8,img154_d8_s20_g04_r0,True,0,10,8,2,1.0,0.9,0.1,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img155_d4_s03_g05_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img155_d6_s19_g05_r0,True,0,10,6,4,1.0,0.8,0.2,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img156_d4_s22_g06_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img156_d6_s24_g06_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img157_d4_s19_g07_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img158_d4_s16_g08_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img158_d6_s20_g08_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img159_d4_s11_g09_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img159_d6_s15_g09_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img160_d4_s02_g10_r0,False,6,10,4,6,-0.5,0.4,0.6,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img160_d6_s24_g10_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img161_d4_s09_g11_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img162_d4_s20_g12_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img163_d4_s15_g13_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img164_d4_s22_g14_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img164_d6_s20_g14_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img165_d4_s13_g15_r0,True,0,6,4,2,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img165_d6_s09_g15_r0,True,0,10,6,4,1.0,0.8,0.2,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img166_d4_s02_g16_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img166_d6_s04_g16_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img167_d4_s03_g17_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img168_d4_s06_g18_r0,False,2,10,4,6,0.5,0.6,0.4,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img168_d6_s00_g18_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img169_d4_s07_g19_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img169_d6_s01_g19_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img170_d4_s00_g20_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img170_d6_s02_g20_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img170_d8_s04_g20_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img171_d4_s01_g21_r0,False,2,10,4,6,0.5,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,6,img171_d6_s03_g21_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img172_d4_s14_g22_r0,False,6,10,4,6,-0.5,0.4,0.6,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img172_d6_s00_g22_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img173_d4_s11_g23_r0,True,0,10,4,6,1.0,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img173_d6_s05_g23_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img174_d4_s20_g24_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img174_d6_s02_g24_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,8,img174_d8_s00_g24_r0,False,2,10,8,2,0.75,0.8,0.2,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,4,img175_d4_s16_g00_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img175_d6_s22_g00_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img175_d8_s24_g00_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img176_d4_s15_g01_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img176_d6_s23_g01_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img177_d4_s16_g02_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img177_d6_s24_g02_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img178_d4_s19_g03_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img178_d6_s21_g03_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img179_d4_s06_g04_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img179_d6_s10_g04_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img179_d8_s20_g04_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img180_d4_s13_g05_r0,True,0,6,4,2,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img180_d6_s23_g05_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img181_d4_s20_g06_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img181_d6_s24_g06_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img182_d4_s15_g07_r0,False,4,10,4,6,0.0,0.5,0.5,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img183_d4_s24_g08_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img183_d6_s20_g08_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img184_d4_s11_g09_r0,True,0,6,4,2,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img184_d6_s15_g09_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img185_d4_s22_g10_r0,False,6,10,4,6,-0.5,0.4,0.6,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img185_d6_s24_g10_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img186_d4_s09_g11_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img187_d4_s20_g12_r0,False,4,10,4,6,0.0,0.5,0.5,0.5555555555555556,0.45454545454545453,0.5454545454545454
GOMAA-Geo,swissviewmonuments,4,img188_d4_s21_g13_r0,False,4,10,4,6,0.0,0.5,0.5,0.5555555555555556,0.45454545454545453,0.5454545454545454
GOMAA-Geo,swissviewmonuments,4,img189_d4_s06_g14_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img189_d6_s20_g14_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img190_d4_s23_g15_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img190_d6_s03_g15_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.5555555555555556,0.5454545454545454,0.45454545454545453
GOMAA-Geo,swissviewmonuments,4,img191_d4_s24_g16_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img191_d6_s04_g16_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img192_d4_s03_g17_r0,False,2,10,4,6,0.5,0.6,0.4,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img193_d4_s20_g18_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img193_d6_s00_g18_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img194_d4_s03_g19_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img194_d6_s05_g19_r0,True,0,8,6,2,1.0,0.875,0.125,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img195_d4_s18_g20_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img195_d6_s08_g20_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img195_d8_s04_g20_r0,False,2,10,8,2,0.75,0.8,0.2,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img196_d4_s01_g21_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img196_d6_s09_g21_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img197_d4_s08_g22_r0,True,0,8,4,4,1.0,0.75,0.25,0.14285714285714285,0.1111111111111111,0.8888888888888888
GOMAA-Geo,swissviewmonuments,6,img197_d6_s00_g22_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,4,img198_d4_s09_g23_r0,False,2,10,4,6,0.5,0.6,0.4,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img198_d6_s05_g23_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img199_d4_s20_g24_r0,False,4,10,4,6,0.0,0.5,0.5,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img199_d6_s06_g24_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img199_d8_s00_g24_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img200_d4_s16_g00_r0,False,8,10,4,6,-1.0,0.3,0.7,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img200_d6_s22_g00_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,8,img200_d8_s24_g00_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img201_d4_s13_g01_r0,True,0,8,4,4,1.0,0.75,0.25,0.2857142857142857,0.2222222222222222,0.7777777777777778
GOMAA-Geo,swissviewmonuments,6,img201_d6_s23_g01_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img202_d4_s18_g02_r0,False,2,10,4,6,0.5,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,6,img202_d6_s20_g02_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img203_d4_s23_g03_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img203_d6_s15_g03_r0,True,0,8,6,2,1.0,0.875,0.125,0.2857142857142857,0.2222222222222222,0.7777777777777778
GOMAA-Geo,swissviewmonuments,4,img204_d4_s12_g04_r0,False,2,10,4,6,0.5,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img204_d6_s22_g04_r0,False,4,10,6,4,0.3333333333333333,0.6,0.4,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,8,img204_d8_s20_g04_r0,True,0,8,8,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img205_d4_s21_g05_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img205_d6_s23_g05_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img206_d4_s22_g06_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img206_d6_s24_g06_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img207_d4_s23_g07_r0,False,2,10,4,6,0.5,0.6,0.4,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img208_d4_s16_g08_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img208_d6_s20_g08_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img209_d4_s11_g09_r0,False,6,10,4,6,-0.5,0.4,0.6,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img209_d6_s21_g09_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img210_d4_s08_g10_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,6,img210_d6_s04_g10_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img211_d4_s19_g11_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img212_d4_s24_g12_r0,False,4,10,4,6,0.0,0.5,0.5,0.1111111111111111,0.09090909090909091,0.9090909090909091
GOMAA-Geo,swissviewmonuments,4,img213_d4_s01_g13_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img214_d4_s06_g14_r0,False,2,10,4,6,0.5,0.6,0.4,0.4444444444444444,0.36363636363636365,0.6363636363636364
GOMAA-Geo,swissviewmonuments,6,img214_d6_s20_g14_r0,True,0,10,6,4,1.0,0.8,0.2,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img215_d4_s01_g15_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img215_d6_s09_g15_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,4,img216_d4_s08_g16_r0,True,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img216_d6_s04_g16_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img217_d4_s05_g17_r0,False,2,10,4,6,0.5,0.6,0.4,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img218_d4_s20_g18_r0,False,4,10,4,6,0.0,0.5,0.5,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,6,img218_d6_s00_g18_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.2222222222222222,0.18181818181818182,0.8181818181818182
GOMAA-Geo,swissviewmonuments,4,img219_d4_s11_g19_r0,True,0,6,4,2,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,1.0
GOMAA-Geo,swissviewmonuments,6,img219_d6_s01_g19_r0,False,2,10,6,4,0.6666666666666666,0.7,0.3,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,4,img220_d4_s06_g20_r0,False,4,10,4,6,0.0,0.5,0.5,0.3333333333333333,0.2727272727272727,0.7272727272727273
GOMAA-Geo,swissviewmonuments,6,img220_d6_s08_g20_r0,True,0,6,6,0,1.0,1.0,0.0,0.0,0.0,1.0
