timestamp,episode,time_step,current_ep_reward,rolling_avg_reward,episode_successes,rolling_success_ratio,avg_steps_recent,avg_deviation_recent,val_success,best_val_success,policy_loss,value_loss,entropy,approx_kl,clip_fraction,oracle_bc_loss,sil_loss,update_epochs_ran,actor_lr,critic_lr,reward_factor,reward_mode,progress_metric,elapsed_sec
2026-05-16T03:57:00.714947,0,1090,-376.20627052641913,-376.20627052641913,16,0.08695652173913043,2.625,1.125,1,1,-0.005377897864673242,1.020382359623909,1.1398320496082306,0.0011227526818402105,0.0,0.0,0.0,4,9.999000000000001e-05,9.999000000000001e-05,1.0,in,l2sq,29.96430516242981
2026-05-16T03:57:23.034315,1,2194,-406.6831807646727,-391.44472564554593,21,0.10054347826086957,2.675675675675676,1.027027027027027,1,1,-0.002526806322566716,0.9923077076673508,1.1553204357624054,4.2739133414226686e-05,0.0,0.0,0.0,4,9.997500199995001e-05,9.997500199995001e-05,1.0,in,l2sq,52.28364109992981
2026-05-16T03:57:56.366167,2,3355,-400.7838266123486,-400.7838266123486,19,0.10144927536231885,2.9642857142857144,1.1071428571428572,5,5,-0.0023913478798931465,0.9724016264081001,1.1371277421712875,-0.00017227120706592158,0.0,0.0,0.0,4,9.995500799930005e-05,9.995500799930005e-05,1.0,in,l2sq,85.61530208587646
2026-05-16T03:58:19.645100,3,4489,-377.903076748786,-389.34345168056734,19,0.10190217391304347,2.8933333333333335,1.0133333333333334,5,5,-0.001419510369851218,0.9975004643201828,1.1240891814231873,0.0006055948102584585,0.0,0.0,0.0,4,9.993501799725028e-05,9.993501799725028e-05,1.0,in,l2sq,108.8944718837738
2026-05-16T03:58:44.853573,4,5559,-354.5560114219017,-354.5560114219017,20,0.10326086956521739,2.957894736842105,1.0736842105263158,4,5,-0.0018278420146089491,1.0159672796726227,1.1128512620925903,-0.00039277669857257225,0.0,0.0,0.0,4,9.992002799440073e-05,9.992002799440073e-05,1.0,in,l2sq,134.10294556617737
2026-05-16T03:59:07.739716,5,6690,-424.4843921290268,-389.5202017754642,17,0.10144927536231885,3.2589285714285716,1.2857142857142858,5,5,-0.0013695806774194352,0.9816947057843208,1.1045113801956177,-0.0007015039308498616,0.0,0.0,0.0,4,9.990504048980171e-05,9.990504048980171e-05,1.0,in,l2sq,156.9891002178192
2026-05-16T03:59:34.655564,6,7841,-391.00795375464605,-391.00795375464605,18,0.10093167701863354,3.246153846153846,1.2923076923076924,4,5,-0.0018913066611275786,0.9651333913207054,1.0962672978639603,0.0007392979773612196,0.0,0.0,0.0,4,9.988506048075416e-05,9.988506048075416e-05,1.0,in,l2sq,183.90493059158325
2026-05-16T03:59:56.542171,7,8928,-356.2486317049396,-373.62829272979286,21,0.10258152173913043,3.2980132450331126,1.3112582781456954,5,5,-0.0019849911448545643,0.9820918887853622,1.088719666004181,-0.0005188743394683101,0.0,0.0,0.0,4,9.987007797140718e-05,9.987007797140718e-05,1.0,in,l2sq,205.79154348373413
2026-05-16T04:00:27.588030,8,10011,-331.2351260707752,-331.2351260707752,22,0.10446859903381643,3.3121387283236996,1.260115606936416,7,7,-0.0017190930055222542,0.995010994374752,1.0806636065244675,0.000438602930080384,0.0,0.0,0.0,4,9.985509795906185e-05,9.985509795906185e-05,1.0,in,l2sq,236.83715915679932
2026-05-16T04:00:48.588360,9,11051,-343.7901626368139,-337.51264435379454,22,0.10597826086956522,3.282051282051282,1.2615384615384615,7,7,-0.0015937582051264165,0.9291340559720993,1.077370822429657,0.0003043780925509089,0.0,0.0,0.0,4,9.983512793802104e-05,9.983512793802104e-05,1.0,in,l2sq,257.8376863002777
