timestamp,episode,time_step,current_ep_reward,rolling_avg_reward,episode_successes,rolling_success_ratio,avg_steps_recent,avg_deviation_recent,val_success,best_val_success,policy_loss,value_loss,entropy,approx_kl,clip_fraction,oracle_bc_loss,sil_loss,update_epochs_ran,actor_lr,critic_lr,reward_factor,reward_mode,progress_metric,elapsed_sec
2026-05-19T14:29:03.384477,0,1090,-334.2680290418643,-334.2680290418643,16,0.08695652173913043,2.625,1.125,0,0,-0.005414265545550689,1.0203506499528885,1.1399497985839844,0.0012098674458684393,0.0,0.0,0.0,4,9.999000000000001e-05,9.999000000000001e-05,1.0,in,l2sq,29.02338480949402
2026-05-19T14:29:25.842217,1,2194,-369.21580069203793,-351.7419148669511,21,0.10054347826086957,2.675675675675676,1.027027027027027,0,0,-0.00269653279246998,0.9907807782292366,1.154423177242279,-0.00018233945629049161,0.0,0.0,0.0,4,9.997500199995001e-05,9.997500199995001e-05,1.0,in,l2sq,51.481130838394165
2026-05-19T14:30:00.608549,2,3355,-355.545351202104,-355.545351202104,19,0.10144927536231885,2.9642857142857144,1.1071428571428572,4,4,-0.0021663598701706643,0.962871253490448,1.1399015337228775,-0.00013664292564496971,0.0,0.0,0.0,4,9.995500799930005e-05,9.995500799930005e-05,1.0,in,l2sq,86.2472915649414
2026-05-19T14:30:23.956111,3,4489,-319.63667354163493,-337.59101237186945,20,0.10326086956521739,3.0,0.9736842105263158,4,4,-0.0026344792160671315,0.9903357699513435,1.1366562992334366,0.0008811932817479828,0.0,0.0,0.0,4,9.993501799725028e-05,9.993501799725028e-05,1.0,in,l2sq,109.59508013725281
2026-05-19T14:30:49.316169,4,5549,-273.44990947614656,-273.44990947614656,23,0.10760869565217392,2.98989898989899,0.8888888888888888,2,4,-0.0020200312603264603,1.0075840651988983,1.1000409722328186,-0.000325460369640429,0.0,0.0,0.0,4,9.992002799440073e-05,9.992002799440073e-05,1.0,in,l2sq,134.95515632629395
2026-05-19T14:31:11.820385,5,6649,-326.7886573527894,-300.119283414468,24,0.11141304347826086,3.105691056910569,0.8617886178861789,4,4,-0.002951098981429867,0.9256322607398033,1.0895098149776459,0.0008134961892210107,0.0,0.0,0.0,4,9.990504048980171e-05,9.990504048980171e-05,1.0,in,l2sq,157.45930790901184
2026-05-19T14:31:38.989527,6,7791,-294.5739001331759,-294.5739001331759,28,0.1172360248447205,3.1324503311258276,0.8079470198675497,2,4,-0.0011465277935713836,0.9968780428171158,1.0407886058092117,0.0008351339551154399,0.0,0.0,0.0,4,9.988506048075416e-05,9.988506048075416e-05,1.0,in,l2sq,184.62849020957947
2026-05-19T14:32:01.272328,7,8863,-298.9120555292459,-296.7429778312109,28,0.12160326086956522,3.2290502793296088,0.8379888268156425,4,4,-0.001046486179984818,0.9936089515686035,0.9968097358942032,-0.00014600732883995882,0.0,0.0,0.0,4,9.987007797140718e-05,9.987007797140718e-05,1.0,in,l2sq,206.91124081611633
2026-05-19T14:32:27.145762,8,9936,-282.14948725036965,-282.14948725036965,27,0.12439613526570048,3.33,0.83,2,4,-0.001316088101884827,1.0089625120162964,0.9883661717176437,0.0005835424886982132,0.0,0.0,0.0,4,9.985509795906185e-05,9.985509795906185e-05,1.0,in,l2sq,232.78474688529968
2026-05-19T14:32:48.391830,9,10979,-259.15966742791795,-270.65457733914377,26,0.12608695652173912,3.425,0.76,4,4,-0.0019392870875890866,0.9297265484929085,0.9863803759217262,0.00018107554983545077,0.0,0.0,0.0,4,9.983512793802104e-05,9.983512793802104e-05,1.0,in,l2sq,254.03079271316528
